,Index,Year,Race,Team,Driver,TyreLife,Mean,Min,Max,NumberOfStops
1465,1465,2022,Belgium,5,16,"[3.0, 22.0, 17.0]",23.333333333333332,3.0,42.0,3.0
1466,1466,2022,Belgium,5,26,"[13.0, 14.0]",18.0,11.0,25.0,2.0
1467,1467,2022,Belgium,7,17,"[11.0, 16.0]",19.0,11.0,27.0,2.0
1468,1468,2022,Belgium,7,19,"[14.0, 16.0]",22.0,14.0,30.0,2.0
1469,1469,2022,Belgium,8,20,"[13.0, 16.0]",21.0,13.0,29.0,2.0
1470,1470,2022,Belgium,8,24,"[12.0, 20.0]",22.0,12.0,32.0,2.0
1471,1471,2022,Belgium,9,25,"[13.0, 16.0]",21.0,13.0,29.0,2.0
1472,1472,2022,Belgium,11,22,"[14.0, 13.0]",20.5,14.0,27.0,2.0
1473,1473,2022,Belgium,11,31,"[15.0, 15.0]",22.5,15.0,30.0,2.0
1474,1474,2022,Belgium,15,1,"[10.0, 16.0]",18.0,10.0,26.0,2.0
1475,1475,2022,Belgium,15,15,"[3.0, 13.0, 19.0]",17.333333333333332,3.0,34.0,3.0
1476,1476,2022,Brazil,0,3,"[24.0, 21.0]",34.5,24.0,45.0,2.0
1477,1477,2022,Brazil,0,33,"[16.0, 21.0]",26.5,16.0,37.0,2.0
1478,1478,2022,Brazil,2,7,"[19.0, 16.0, 22.0]",35.333333333333336,19.0,52.0,3.0
1479,1479,2022,Brazil,2,29,"[20.0, 20.0, 14.0]",38.0,20.0,54.0,3.0
1480,1480,2022,Brazil,3,2,"[14.0, 21.0, 17.0]",33.666666666666664,14.0,52.0,3.0
1481,1481,2022,Brazil,3,21,"[24.0, 23.0]",35.5,24.0,47.0,2.0
1482,1482,2022,Brazil,4,28,"[30.0, 20.0]",38.5,29.0,48.0,2.0
1483,1483,2022,Brazil,4,32,"[26.0, 20.0]",35.5,26.0,45.0,2.0
1484,1484,2022,Brazil,5,16,"[7.0, 14.0, 23.0]",24.0,7.0,44.0,3.0
1485,1485,2022,Brazil,5,26,"[17.0, 19.0, 17.0]",35.333333333333336,17.0,53.0,3.0
1486,1486,2022,Brazil,7,19,"[24.0, 22.0]",35.0,24.0,46.0,2.0
1487,1487,2022,Brazil,8,20,"[24.0, 21.0]",34.5,24.0,45.0,2.0
1488,1488,2022,Brazil,9,10,"[29.0, 19.0]",38.5,29.0,48.0,2.0
1489,1489,2022,Brazil,9,25,"[24.0, 25.0]",36.5,24.0,49.0,2.0
1490,1490,2022,Brazil,11,22,"[23.0, 24.0]",35.0,23.0,47.0,2.0
1491,1491,2022,Brazil,11,31,"[7.0, 16.0, 32.0]",26.0,7.0,48.0,3.0
1492,1492,2022,Brazil,15,1,"[4.0, 21.0, 22.0]",25.333333333333332,4.0,47.0,3.0
1493,1493,2022,Brazil,15,15,"[20.0, 12.0, 20.0]",34.666666666666664,20.0,52.0,3.0
1494,1494,2022,Canada,0,3,[49.0],49.0,49.0,49.0,1.0
1495,1495,2022,Canada,0,33,"[19.0, 30.0]",34.0,19.0,49.0,2.0
1496,1496,2022,Canada,2,7,"[5.0, 31.0]",20.5,5.0,36.0,2.0
1497,1497,2022,Canada,2,29,"[9.0, 38.0]",28.0,9.0,47.0,2.0
1498,1498,2022,Canada,3,2,"[28.0, 21.0]",38.5,28.0,49.0,2.0
1499,1499,2022,Canada,3,21,"[19.0, 30.0]",34.0,19.0,49.0,2.0
1500,1500,2022,Canada,4,28,[47.0],47.0,47.0,47.0,1.0
1501,1501,2022,Canada,4,32,"[6.0, 14.0]",12.0,5.0,19.0,2.0
1502,1502,2022,Canada,5,16,[41.0],41.0,41.0,41.0,1.0
1503,1503,2022,Canada,5,26,"[20.0, 29.0]",34.5,20.0,49.0,2.0
1504,1504,2022,Canada,7,17,[7.0],7.0,7.0,7.0,1.0
1505,1505,2022,Canada,8,20,"[19.0, 23.0]",30.5,19.0,42.0,2.0
1506,1506,2022,Canada,8,24,"[19.0, 30.0]",34.0,19.0,49.0,2.0
1507,1507,2022,Canada,9,10,"[9.0, 35.0]",26.5,9.0,44.0,2.0
1508,1508,2022,Canada,9,25,"[19.0, 26.0]",32.0,19.0,45.0,2.0
1509,1509,2022,Canada,11,31,"[9.0, 34.0]",26.0,9.0,43.0,2.0
1510,1510,2022,Canada,15,1,"[18.0, 30.0]",33.0,18.0,48.0,2.0
1511,1511,2022,Canada,15,15,"[9.0, 28.0]",23.0,9.0,37.0,2.0
1512,1512,2022,France,0,3,"[18.0, 18.0]",27.0,18.0,36.0,2.0
1513,1513,2022,France,0,33,"[9.0, 13.0]",15.5,9.0,22.0,2.0
1514,1514,2022,France,1,8,[28.0],28.0,28.0,28.0,1.0
1515,1515,2022,France,1,23,[33.0],33.0,33.0,33.0,1.0
1516,1516,2022,France,2,7,"[22.0, 18.0]",17.5,17.0,18.0,2.0
1517,1517,2022,France,2,29,"[15.0, 11.0, 7.0]",14.666666666666666,11.0,18.0,3.0
1518,1518,2022,France,3,2,"[21.0, 18.0]",18.0,18.0,18.0,2.0
1519,1519,2022,France,3,21,"[28.0, 18.0]",23.0,18.0,28.0,2.0
1520,1520,2022,France,4,28,"[34.0, 20.0]",26.0,18.0,34.0,2.0
1521,1521,2022,France,4,32,"[37.0, 21.0]",28.0,19.0,37.0,2.0
1522,1522,2022,France,5,16,"[17.0, 24.0]",26.0,14.0,38.0,2.0
1523,1523,2022,France,5,26,"[20.0, 18.0, 24.0]",25.666666666666668,17.0,42.0,3.0
1524,1524,2022,France,7,17,"[8.0, 10.0, 20.0]",21.333333333333332,8.0,38.0,3.0
1525,1525,2022,France,7,18,[31.0],31.0,31.0,31.0,1.0
1526,1526,2022,France,7,19,"[15.0, 9.0, 9.0]",14.0,9.0,18.0,3.0
1527,1527,2022,France,8,20,"[29.0, 18.0]",21.0,18.0,24.0,2.0
1528,1528,2022,France,8,24,"[21.0, 18.0]",17.0,16.0,18.0,2.0
1529,1529,2022,France,9,3,[20.0],17.0,17.0,17.0,1.0
1530,1530,2022,France,9,10,"[22.0, 18.0]",18.5,18.0,19.0,2.0
1531,1531,2022,France,9,25,[18.0],18.0,18.0,18.0,1.0
1532,1532,2022,France,11,22,"[27.0, 18.0]",21.0,18.0,24.0,2.0
1533,1533,2022,France,11,31,"[21.0, 14.0, 16.0]",22.0,16.0,32.0,3.0
1534,1534,2022,France,15,1,[18.0],18.0,18.0,18.0,1.0
1535,1535,2022,France,15,15,"[18.0, 19.0, 19.0, 3.0]",29.0,18.0,41.0,4.0
1536,1536,2022,France,15,25,[17.0],17.0,17.0,17.0,1.0
1537,1537,2022,GreatBritain,0,3,[33.0],33.0,33.0,33.0,1.0
1538,1538,2022,GreatBritain,0,33,"[9.0, 14.0]",16.0,9.0,23.0,2.0
1539,1539,2022,GreatBritain,2,7,[9.0],9.0,9.0,9.0,1.0
1540,1540,2022,GreatBritain,2,29,"[9.0, 29.0]",23.5,9.0,38.0,2.0
1541,1541,2022,GreatBritain,3,2,[18.0],18.0,18.0,18.0,1.0
1542,1542,2022,GreatBritain,3,21,[33.0],33.0,33.0,33.0,1.0
1543,1543,2022,GreatBritain,4,28,"[31.0, 17.0]",38.0,30.0,46.0,2.0
1544,1544,2022,GreatBritain,4,32,[10.0],9.0,9.0,9.0,1.0
1545,1545,2022,GreatBritain,5,16,"[9.0, 11.0]",14.5,9.0,20.0,2.0
1546,1546,2022,GreatBritain,7,17,[11.0],9.0,9.0,9.0,1.0
1547,1547,2022,GreatBritain,7,19,"[9.0, 16.0]",16.0,9.0,23.0,2.0
1548,1548,2022,GreatBritain,8,20,[20.0],20.0,20.0,20.0,1.0
1549,1549,2022,GreatBritain,8,24,[33.0],33.0,33.0,33.0,1.0
1550,1550,2022,GreatBritain,9,10,"[9.0, 24.0]",21.0,9.0,33.0,2.0
1551,1551,2022,GreatBritain,9,25,"[9.0, 24.0]",21.0,9.0,33.0,2.0
1552,1552,2022,GreatBritain,11,22,"[16.0, 17.0]",24.5,16.0,33.0,2.0
1553,1553,2022,GreatBritain,11,31,"[18.0, 15.0]",25.5,18.0,33.0,2.0
1554,1554,2022,GreatBritain,15,1,"[9.0, 20.0]",19.0,9.0,29.0,2.0
1555,1555,2022,GreatBritain,15,15,"[3.0, 17.0]",10.0,3.0,17.0,2.0
1556,1556,2022,Hungary,0,3,[26.0],26.0,26.0,26.0,1.0
1557,1557,2022,Hungary,0,33,"[27.0, 24.0]",39.0,27.0,51.0,2.0
1558,1558,2022,Hungary,2,7,"[16.0, 30.0]",31.0,16.0,46.0,2.0
1559,1559,2022,Hungary,2,29,"[13.0, 20.0, 18.0]",32.333333333333336,13.0,51.0,3.0
1560,1560,2022,Hungary,3,2,[21.0],21.0,21.0,21.0,1.0
1561,1561,2022,Hungary,3,21,[23.0],23.0,23.0,23.0,1.0
1562,1562,2022,Hungary,4,28,"[17.0, 33.0]",30.0,14.0,46.0,2.0
1563,1563,2022,Hungary,4,32,"[15.0, 32.0]",30.5,15.0,46.0,2.0
1564,1564,2022,Hungary,5,16,"[21.0, 18.0, 15.0]",38.0,21.0,54.0,3.0
1565,1565,2022,Hungary,5,26,"[17.0, 30.0]",32.0,17.0,47.0,2.0
1566,1566,2022,Hungary,7,17,"[6.0, 29.0, 32.0]",36.0,6.0,67.0,3.0
1567,1567,2022,Hungary,7,19,"[21.0, 20.0]",31.0,21.0,41.0,2.0
1568,1568,2022,Hungary,8,20,"[17.0, 28.0]",28.0,14.0,42.0,2.0
1569,1569,2022,Hungary,8,24,"[17.0, 31.0]",30.5,15.0,46.0,2.0
1570,1570,2022,Hungary,9,10,"[19.0, 32.0]",35.0,19.0,51.0,2.0
1571,1571,2022,Hungary,9,25,"[19.0, 23.0]",27.5,16.0,39.0,2.0
1572,1572,2022,Hungary,11,22,"[18.0, 24.0]",30.0,18.0,42.0,2.0
1573,1573,2022,Hungary,11,31,"[17.0, 22.0]",27.0,16.0,38.0,2.0
1574,1574,2022,Hungary,15,1,"[2.0, 19.0, 19.0]",21.0,2.0,40.0,3.0
1575,1575,2022,Hungary,15,15,"[18.0, 21.0, 17.0]",37.666666666666664,18.0,56.0,3.0
1576,1576,2022,ItalyA,0,3,[18.0],18.0,18.0,18.0,1.0
1577,1577,2022,ItalyA,0,33,[18.0],18.0,18.0,18.0,1.0
1578,1578,2022,ItalyA,1,8,"[27.0, 5.0, 5.0, 13.0]",33.0,27.0,40.0,4.0
1579,1579,2022,ItalyA,1,23,"[26.0, 6.0, 6.0]",30.333333333333332,26.0,33.0,3.0
1580,1580,2022,ItalyA,2,7,"[14.0, 12.0, 6.0, 6.0, 17.0]",24.4,14.0,33.0,5.0
1581,1581,2022,ItalyA,2,29,"[25.0, 7.0, 1.0, 18.0]",27.0,18.0,33.0,4.0
1582,1582,2022,ItalyA,3,2,"[28.0, 4.0, 4.0, 6.0]",24.75,6.0,33.0,4.0
1583,1583,2022,ItalyA,3,21,"[26.0, 4.0, 3.0, 5.0, 18.0]",28.2,18.0,33.0,5.0
1584,1584,2022,ItalyA,4,28,"[27.0, 5.0, 5.0, 18.0]",27.5,18.0,33.0,4.0
1585,1585,2022,ItalyA,4,32,"[3.0, 17.0, 2.0, 12.0, 1.0, 29.0, 17.0]",26.857142857142858,3.0,61.0,7.0
1586,1586,2022,ItalyA,5,16,"[28.0, 5.0, 19.0, 30.0, 4.0]",36.4,19.0,53.0,5.0
1587,1587,2022,ItalyA,5,26,"[27.0, 6.0]",30.0,27.0,33.0,2.0
1588,1588,2022,ItalyA,7,17,[18.0],18.0,18.0,18.0,1.0
1589,1589,2022,ItalyA,7,18,"[12.0, 11.0, 11.0, 1.0]",24.5,12.0,32.0,4.0
1590,1590,2022,ItalyA,7,19,"[5.0, 16.0, 13.0, 1.0, 18.0, 36.0]",26.5,5.0,52.0,6.0
1591,1591,2022,ItalyA,8,20,"[28.0, 5.0, 19.0]",26.666666666666668,19.0,33.0,3.0
1592,1592,2022,ItalyA,8,24,"[27.0, 6.0, 2.0, 16.0, 14.0]",21.6,2.0,33.0,5.0
1593,1593,2022,ItalyA,9,3,[28.0],28.0,28.0,28.0,1.0
1594,1594,2022,ItalyA,9,10,"[28.0, 7.0, 1.0, 1.0, 18.0]",28.4,18.0,33.0,5.0
1595,1595,2022,ItalyA,9,25,[18.0],18.0,18.0,18.0,1.0
1596,1596,2022,ItalyA,11,22,"[28.0, 5.0, 18.0, 32.0]",32.25,18.0,50.0,4.0
1597,1597,2022,ItalyA,11,31,"[27.0, 6.0, 19.0, 32.0]",32.5,19.0,51.0,4.0
1598,1598,2022,ItalyA,15,1,[17.0],17.0,17.0,17.0,1.0
1599,1599,2022,ItalyA,15,15,[18.0],18.0,18.0,18.0,1.0
1600,1600,2022,ItalyA,15,25,[26.0],26.0,26.0,26.0,1.0
1601,1601,2022,ItalyB,0,3,[35.0],35.0,35.0,35.0,1.0
1602,1602,2022,ItalyB,0,33,[18.0],18.0,18.0,18.0,1.0
1603,1603,2022,ItalyB,2,7,[18.0],18.0,18.0,18.0,1.0
1604,1604,2022,ItalyB,2,29,"[19.0, 29.0]",33.0,19.0,47.0,2.0
1605,1605,2022,ItalyB,3,2,[31.0],31.0,31.0,31.0,1.0
1606,1606,2022,ItalyB,3,21,[19.0],19.0,19.0,19.0,1.0
1607,1607,2022,ItalyB,4,28,"[19.0, 22.0]",28.5,18.0,39.0,2.0
1608,1608,2022,ItalyB,5,16,"[12.0, 21.0, 15.0]",31.0,12.0,48.0,3.0
1609,1609,2022,ItalyB,5,26,"[30.0, 17.0]",38.5,30.0,47.0,2.0
1610,1610,2022,ItalyB,7,17,"[24.0, 22.0]",35.0,24.0,46.0,2.0
1611,1611,2022,ItalyB,7,19,[33.0],33.0,33.0,33.0,1.0
1612,1612,2022,ItalyB,8,20,"[35.0, 14.0]",41.0,35.0,47.0,2.0
1613,1613,2022,ItalyB,8,24,[19.0],19.0,19.0,19.0,1.0
1614,1614,2022,ItalyB,9,10,[33.0],33.0,33.0,33.0,1.0
1615,1615,2022,ItalyB,9,25,"[23.0, 24.0]",35.0,23.0,47.0,2.0
1616,1616,2022,ItalyB,11,22,"[7.0, 35.0]",24.5,7.0,42.0,2.0
1617,1617,2022,ItalyB,11,31,"[25.0, 23.0]",36.5,25.0,48.0,2.0
1618,1618,2022,ItalyB,15,4,[19.0],19.0,19.0,19.0,1.0
1619,1619,2022,ItalyB,15,15,"[15.0, 32.0]",31.0,15.0,47.0,2.0
1620,1620,2022,Japan,0,3,"[2.0, 4.0]",4.0,2.0,6.0,2.0
1621,1621,2022,Japan,0,33,"[2.0, 7.0, 9.0]",9.666666666666666,2.0,18.0,3.0
1622,1622,2022,Japan,2,7,"[1.0, 5.0, 12.0]",9.333333333333334,2.0,19.0,3.0
1623,1623,2022,Japan,2,29,"[2.0, 5.0, 13.0]",9.666666666666666,2.0,20.0,3.0
1624,1624,2022,Japan,3,2,"[2.0, 6.0, 14.0]",10.666666666666666,2.0,22.0,3.0
1625,1625,2022,Japan,3,21,"[2.0, 5.0]",4.5,2.0,7.0,2.0
1626,1626,2022,Japan,4,28,"[2.0, 5.0, 12.0]",9.333333333333334,2.0,19.0,3.0
1627,1627,2022,Japan,4,32,"[2.0, 3.0]",3.5,2.0,5.0,2.0
1628,1628,2022,Japan,5,16,"[2.0, 5.0]",4.5,2.0,7.0,2.0
1629,1629,2022,Japan,7,17,"[2.0, 5.0]",4.5,2.0,7.0,2.0
1630,1630,2022,Japan,7,19,"[2.0, 9.0]",6.5,2.0,11.0,2.0
1631,1631,2022,Japan,8,20,"[2.0, 4.0]",4.0,2.0,6.0,2.0
1632,1632,2022,Japan,8,24,"[2.0, 6.0]",5.0,2.0,8.0,2.0
1633,1633,2022,Japan,9,10,"[3.0, 6.0]",4.5,2.0,7.0,2.0
1634,1634,2022,Japan,9,25,"[2.0, 5.0]",4.5,2.0,7.0,2.0
1635,1635,2022,Japan,11,22,"[2.0, 5.0]",4.5,2.0,7.0,2.0
1636,1636,2022,Japan,11,31,"[2.0, 5.0]",4.5,2.0,7.0,2.0
1637,1637,2022,Japan,15,15,"[2.0, 3.0]",3.5,2.0,5.0,2.0
1638,1638,2022,Mexico,0,3,[39.0],39.0,39.0,39.0,1.0
1639,1639,2022,Mexico,0,33,[45.0],45.0,45.0,45.0,1.0
1640,1640,2022,Mexico,2,7,[40.0],40.0,40.0,40.0,1.0
1641,1641,2022,Mexico,2,29,"[29.0, 21.0]",39.5,29.0,50.0,2.0
1642,1642,2022,Mexico,3,2,[40.0],40.0,40.0,40.0,1.0
1643,1643,2022,Mexico,3,21,[33.0],33.0,33.0,33.0,1.0
1644,1644,2022,Mexico,4,28,"[18.0, 23.0]",28.5,17.0,40.0,2.0
1645,1645,2022,Mexico,4,32,[38.0],38.0,38.0,38.0,1.0
1646,1646,2022,Mexico,5,16,[30.0],28.0,28.0,28.0,1.0
1647,1647,2022,Mexico,5,26,[32.0],29.0,29.0,29.0,1.0
1648,1648,2022,Mexico,7,17,[38.0],38.0,38.0,38.0,1.0
1649,1649,2022,Mexico,7,19,[29.0],24.0,24.0,24.0,1.0
1650,1650,2022,Mexico,8,20,[31.0],31.0,31.0,31.0,1.0
1651,1651,2022,Mexico,8,24,[44.0],44.0,44.0,44.0,1.0
1652,1652,2022,Mexico,9,10,[29.0],29.0,29.0,29.0,1.0
1653,1653,2022,Mexico,9,25,"[34.0, 35.0]",51.5,34.0,69.0,2.0
1654,1654,2022,Mexico,11,22,[26.0],23.0,23.0,23.0,1.0
1655,1655,2022,Mexico,11,31,[28.0],25.0,25.0,25.0,1.0
1656,1656,2022,Mexico,15,1,[38.0],38.0,38.0,38.0,1.0
1657,1657,2022,Mexico,15,15,"[23.0, 29.0]",37.5,23.0,52.0,2.0
1658,1658,2022,Monaco,0,3,"[20.0, 30.0]",25.0,20.0,30.0,2.0
1659,1659,2022,Monaco,0,33,"[19.0, 29.0]",24.0,19.0,29.0,2.0
1660,1660,2022,Monaco,1,8,[38.0],33.0,33.0,33.0,1.0
1661,1661,2022,Monaco,1,23,[43.0],43.0,43.0,43.0,1.0
1662,1662,2022,Monaco,2,7,"[36.0, 2.0, 20.0, 28.0]",21.0,2.0,30.0,4.0
1663,1663,2022,Monaco,2,29,"[64.0, 6.0, 15.0, 23.0, 27.0]",35.2,6.0,64.0,5.0
1664,1664,2022,Monaco,3,2,"[45.0, 21.0, 30.0]",32.0,21.0,45.0,3.0
1665,1665,2022,Monaco,3,21,"[37.0, 21.0, 30.0]",29.333333333333332,21.0,37.0,3.0
1666,1666,2022,Monaco,4,28,"[58.0, 1.0, 13.0, 18.0]",28.25,2.0,58.0,4.0
1667,1667,2022,Monaco,4,32,"[36.0, 6.0, 18.0, 25.0]",22.5,6.0,31.0,4.0
1668,1668,2022,Monaco,5,16,"[18.0, 21.0, 9.0]",23.0,18.0,30.0,3.0
1669,1669,2022,Monaco,5,26,"[38.0, 21.0, 30.0]",27.666666666666668,21.0,32.0,3.0
1670,1670,2022,Monaco,7,17,[20.0],20.0,20.0,20.0,1.0
1671,1671,2022,Monaco,7,18,[34.0],34.0,34.0,34.0,1.0
1672,1672,2022,Monaco,7,19,"[37.0, 4.0, 13.0]",19.333333333333332,4.0,37.0,3.0
1673,1673,2022,Monaco,8,20,"[35.0, 17.0, 22.0, 8.0, 29.0]",30.0,17.0,51.0,5.0
1674,1674,2022,Monaco,8,24,"[36.0, 19.0, 30.0]",28.333333333333332,19.0,36.0,3.0
1675,1675,2022,Monaco,9,3,[35.0],30.0,30.0,30.0,1.0
1676,1676,2022,Monaco,9,10,"[33.0, 38.0, 15.0, 22.0, 8.0]",32.6,15.0,67.0,5.0
1677,1677,2022,Monaco,9,25,"[21.0, 30.0]",25.5,21.0,30.0,2.0
1678,1678,2022,Monaco,11,22,"[40.0, 16.0, 22.0, 8.0]",25.75,16.0,35.0,4.0
1679,1679,2022,Monaco,11,31,"[39.0, 18.0, 22.0, 8.0]",26.0,18.0,34.0,4.0
1680,1680,2022,Monaco,15,1,"[18.0, 22.0, 7.0, 27.0]",29.5,18.0,49.0,4.0
1681,1681,2022,Monaco,15,15,"[43.0, 1.0, 17.0, 27.0]",23.25,2.0,43.0,4.0
1682,1682,2022,Monaco,15,25,[31.0],31.0,31.0,31.0,1.0
1683,1683,2022,Netherlands,0,3,"[16.0, 18.0]",25.0,16.0,34.0,2.0
1684,1684,2022,Netherlands,0,33,"[12.0, 28.0, 18.0, 4.0]",40.0,12.0,56.0,4.0
1685,1685,2022,Netherlands,2,7,"[14.0, 22.0, 25.0, 1.0]",39.0,11.0,57.0,4.0
1686,1686,2022,Netherlands,2,29,"[16.0, 30.0, 2.0]",32.666666666666664,13.0,43.0,3.0
1687,1687,2022,Netherlands,3,2,"[12.0, 35.0, 10.0]",38.666666666666664,12.0,57.0,3.0
1688,1688,2022,Netherlands,3,21,"[18.0, 38.0, 4.0]",43.666666666666664,18.0,57.0,3.0
1689,1689,2022,Netherlands,4,28,"[16.0, 23.0, 19.0, 4.0]",41.75,16.0,57.0,4.0
1690,1690,2022,Netherlands,4,32,"[9.0, 27.0, 14.0, 8.0]",37.0,9.0,56.0,4.0
1691,1691,2022,Netherlands,5,16,"[20.0, 28.0, 11.0, 4.0]",43.75,17.0,57.0,4.0
1692,1692,2022,Netherlands,5,26,"[17.0, 29.0, 14.0]",38.0,14.0,57.0,3.0
1693,1693,2022,Netherlands,7,17,"[14.0, 20.0, 13.0, 12.0]",37.75,14.0,56.0,4.0
1694,1694,2022,Netherlands,7,19,"[13.0, 20.0, 14.0, 11.0]",37.25,13.0,56.0,4.0
1695,1695,2022,Netherlands,8,20,"[17.0, 30.0, 13.0]",40.333333333333336,17.0,57.0,3.0
1696,1696,2022,Netherlands,8,24,"[11.0, 16.0, 20.0, 8.0, 1.0]",39.2,11.0,56.0,5.0
1697,1697,2022,Netherlands,9,10,"[29.0, 19.0, 9.0]",44.666666666666664,29.0,57.0,3.0
1698,1698,2022,Netherlands,9,25,"[31.0, 17.0, 9.0]",45.333333333333336,31.0,57.0,3.0
1699,1699,2022,Netherlands,11,22,"[19.0, 26.0, 16.0, 1.0]",41.75,14.0,57.0,4.0
1700,1700,2022,Netherlands,11,31,"[18.0, 30.0, 8.0, 4.0]",44.75,18.0,57.0,4.0
1701,1701,2022,Netherlands,15,1,"[21.0, 21.0, 13.0, 1.0]",43.5,21.0,56.0,4.0
1702,1702,2022,Netherlands,15,15,"[13.0, 13.0, 28.0, 1.0]",37.0,13.0,55.0,4.0
1703,1703,2022,Portugal,1,8,"[2.0, 3.0, 22.0]",9.0,2.0,22.0,3.0
1704,1704,2022,Portugal,2,7,"[6.0, 7.0, 28.0]",9.666666666666666,2.0,24.0,3.0
1705,1705,2022,Portugal,2,29,"[2.0, 3.0, 21.0]",8.666666666666666,2.0,21.0,3.0
1706,1706,2022,Portugal,3,2,"[2.0, 3.0, 40.0]",15.0,2.0,40.0,3.0
1707,1707,2022,Portugal,3,21,"[5.0, 6.0, 25.0]",9.0,2.0,22.0,3.0
1708,1708,2022,Portugal,4,28,"[2.0, 3.0, 39.0]",14.666666666666666,2.0,39.0,3.0
1709,1709,2022,Portugal,4,32,"[5.0, 6.0, 25.0]",9.0,2.0,22.0,3.0
1710,1710,2022,Portugal,5,16,"[7.0, 8.0, 30.0]",10.0,2.0,25.0,3.0
1711,1711,2022,Portugal,5,26,"[7.0, 8.0, 26.0]",8.666666666666666,2.0,21.0,3.0
1712,1712,2022,Portugal,7,18,"[2.0, 3.0, 31.0, 12.0]",19.75,2.0,43.0,4.0
1713,1713,2022,Portugal,7,19,"[2.0, 3.0, 32.0]",12.333333333333334,2.0,32.0,3.0
1714,1714,2022,Portugal,8,20,"[6.0, 7.0, 26.0]",9.0,2.0,22.0,3.0
1715,1715,2022,Portugal,8,24,"[2.0, 3.0, 41.0]",15.333333333333334,2.0,41.0,3.0
1716,1716,2022,Portugal,9,3,"[6.0, 7.0, 40.0, 28.0]",26.0,2.0,63.0,4.0
1717,1717,2022,Portugal,9,10,"[6.0, 7.0, 41.0]",14.0,2.0,37.0,3.0
1718,1718,2022,Portugal,11,22,"[8.0, 9.0, 57.0]",18.666666666666668,2.0,51.0,3.0
1719,1719,2022,Portugal,11,31,"[7.0, 8.0, 40.0, 29.0]",26.0,2.0,64.0,4.0
1720,1720,2022,Portugal,15,15,"[2.0, 3.0, 24.0]",9.666666666666666,2.0,24.0,3.0
1721,1721,2022,Portugal,15,25,"[2.0, 3.0, 28.0]",11.0,2.0,28.0,3.0
1722,1722,2022,SaudiArabia,0,3,"[16.0, 19.0, 1.0]",29.0,16.0,36.0,3.0
1723,1723,2022,SaudiArabia,0,33,"[16.0, 11.0]",21.5,16.0,27.0,2.0
1724,1724,2022,SaudiArabia,2,7,[15.0],15.0,15.0,15.0,1.0
1725,1725,2022,SaudiArabia,3,2,[16.0],16.0,16.0,16.0,1.0
1726,1726,2022,SaudiArabia,3,21,[16.0],16.0,16.0,16.0,1.0
1727,1727,2022,SaudiArabia,4,12,[38.0],37.0,37.0,37.0,1.0
1728,1728,2022,SaudiArabia,4,28,[14.0],13.0,13.0,13.0,1.0
1729,1729,2022,SaudiArabia,5,16,[16.0],16.0,16.0,16.0,1.0
1730,1730,2022,SaudiArabia,5,26,[16.0],16.0,16.0,16.0,1.0
1731,1731,2022,SaudiArabia,7,17,[39.0],37.0,37.0,37.0,1.0
1732,1732,2022,SaudiArabia,8,20,[16.0],16.0,16.0,16.0,1.0
1733,1733,2022,SaudiArabia,8,24,"[8.0, 28.0]",22.0,8.0,36.0,2.0
1734,1734,2022,SaudiArabia,9,10,[41.0],40.0,40.0,40.0,1.0
1735,1735,2022,SaudiArabia,9,25,[16.0],16.0,16.0,16.0,1.0
1736,1736,2022,SaudiArabia,11,22,[15.0],15.0,15.0,15.0,1.0
1737,1737,2022,SaudiArabia,11,31,[16.0],16.0,16.0,16.0,1.0
1738,1738,2022,SaudiArabia,15,1,[13.0],13.0,13.0,13.0,1.0
1739,1739,2022,Singapore,0,3,[33.0],33.0,33.0,33.0,1.0
1740,1740,2022,Singapore,2,7,[36.0],33.0,33.0,33.0,1.0
1741,1741,2022,Singapore,2,29,[39.0],33.0,33.0,33.0,1.0
1742,1742,2022,Singapore,4,28,[35.0],35.0,35.0,35.0,1.0
1743,1743,2022,Singapore,4,32,[34.0],34.0,34.0,34.0,1.0
1744,1744,2022,Singapore,5,16,[34.0],34.0,34.0,34.0,1.0
1745,1745,2022,Singapore,5,26,[35.0],35.0,35.0,35.0,1.0
1746,1746,2022,Singapore,7,17,"[7.0, 29.0]",20.0,7.0,33.0,2.0
1747,1747,2022,Singapore,7,19,"[34.0, 7.0]",37.5,34.0,41.0,2.0
1748,1748,2022,Singapore,8,20,[36.0],36.0,36.0,36.0,1.0
1749,1749,2022,Singapore,8,24,[36.0],36.0,36.0,36.0,1.0
1750,1750,2022,Singapore,9,10,[34.0],34.0,34.0,34.0,1.0
1751,1751,2022,Singapore,9,25,"[21.0, 14.0, 6.0, 10.0]",37.0,21.0,51.0,4.0
1752,1752,2022,Singapore,11,22,[35.0],35.0,35.0,35.0,1.0
1753,1753,2022,Singapore,11,31,"[35.0, 5.0]",37.5,35.0,40.0,2.0
1754,1754,2022,Singapore,15,1,[25.0],25.0,25.0,25.0,1.0
1755,1755,2022,Singapore,15,15,[7.0],7.0,7.0,7.0,1.0
1756,1756,2022,Spain,0,3,"[17.0, 20.0]",24.0,14.0,34.0,2.0
1757,1757,2022,Spain,0,33,"[10.0, 18.0]",19.0,10.0,28.0,2.0
1758,1758,2022,Spain,1,8,"[8.0, 34.0]",23.5,8.0,39.0,2.0
1759,1759,2022,Spain,1,23,[37.0],37.0,37.0,37.0,1.0
