,DriverNumberCat,LapNumber,CompoundCat,TyreLife,FreshTyre,Stint,TeamCat,Year,RACE,DriverCat,TrackStatusCat,GridPosition,Position,Points,TotalTime,GapSeconds,RaceCat,FreshTyreCat
64387,1,32.0,3,6.0,True,3.0,2,2022,ItalyA,7,9,5.0,7.0,6.0,3367.215,3.3400000000000003,20,1
64388,22,32.0,3,12.0,False,4.0,4,2022,ItalyA,32,9,0.0,15.0,0.0,3370.318,3.103,20,0
64389,14,33.0,3,6.0,True,2.0,8,2022,ItalyA,24,9,6.0,6.0,8.0,3374.9060000000004,4.588,20,1
64390,5,33.0,3,5.0,False,3.0,4,2022,ItalyA,28,10,10.0,8.0,4.0,4886.283,1511.3770000000002,20,0
64391,27,33.0,3,6.0,False,3.0,1,2022,ItalyA,23,10,16.0,13.0,0.0,4892.028,5.745,20,0
64392,19,33.0,3,1.0,False,4.0,9,2022,ItalyA,10,10,1.0,2.0,19.0,4897.553,5.525,20,0
64393,8,33.0,4,1.0,True,3.0,2,2022,ItalyA,29,10,20.0,12.0,0.0,4902.666,5.113,20,1
64394,33,33.0,3,5.0,False,3.0,1,2022,ItalyA,8,10,17.0,14.0,0.0,4907.859,5.1930000000000005,20,0
64395,3,33.0,3,4.0,False,3.0,3,2022,ItalyA,2,10,15.0,10.0,1.0,4917.1900000000005,9.331000000000001,20,0
64396,15,33.0,3,5.0,False,5.0,3,2022,ItalyA,21,10,9.0,9.0,2.0,4919.379,2.189,20,0
64397,1,33.0,3,6.0,False,4.0,2,2022,ItalyA,7,10,5.0,7.0,6.0,4921.961,2.5820000000000003,20,0
64398,22,33.0,4,1.0,True,5.0,4,2022,ItalyA,32,10,0.0,15.0,0.0,4928.941000000001,6.98,20,1
64399,21,32.0,3,1.0,True,4.0,7,2022,ItalyA,19,10,18.0,16.0,0.0,4934.443,5.502000000000001,20,1
64400,32,32.0,3,1.0,True,4.0,7,2022,ItalyA,18,10,19.0,17.0,0.0,4953.655000000001,19.212,20,1
64515,33,40.0,3,13.0,False,4.0,1,2022,ItalyA,8,0,17.0,14.0,0.0,5582.639,0.24300000000000002,20,0
64875,22,61.0,4,29.0,False,6.0,4,2022,ItalyA,32,1,0.0,15.0,0.0,7279.241000000001,2.448,20,0
64926,28,2.0,3,6.0,False,1.0,9,2022,Portugal,3,8,1.0,3.0,16.0,191.98600000000002,95.158,27,0
64927,19,2.0,3,6.0,False,1.0,9,2022,Portugal,10,8,2.0,1.0,25.0,194.17700000000002,2.1910000000000003,27,0
64928,16,2.0,3,7.0,False,1.0,11,2022,Portugal,31,8,3.0,2.0,18.0,195.132,0.9550000000000001,27,0
64929,24,2.0,4,7.0,False,1.0,5,2022,Portugal,26,8,5.0,11.0,0.0,197.495,2.363,27,0
64930,2,2.0,3,8.0,False,1.0,11,2022,Portugal,22,8,4.0,4.0,12.0,198.50300000000001,1.008,27,0
64931,18,2.0,4,6.0,False,1.0,8,2022,Portugal,20,8,7.0,5.0,10.0,200.388,1.885,27,0
64932,15,2.0,4,5.0,False,1.0,3,2022,Portugal,21,8,6.0,7.0,6.0,202.263,1.8750000000000002,27,0
64933,4,2.0,3,7.0,False,1.0,5,2022,Portugal,16,8,8.0,6.0,8.0,203.633,1.37,27,0
64934,1,2.0,4,6.0,False,1.0,2,2022,Portugal,7,8,9.0,10.0,1.0,205.264,1.631,27,0
64935,22,2.0,4,5.0,False,1.0,4,2022,Portugal,32,8,10.0,13.0,0.0,207.40200000000002,2.1380000000000003,27,0
64936,26,2.0,3,2.0,True,1.0,15,2022,Portugal,25,8,11.0,16.0,0.0,208.19600000000003,0.794,27,1
64937,33,2.0,3,2.0,True,1.0,1,2022,Portugal,8,8,12.0,12.0,0.0,210.137,1.941,27,1
64938,14,2.0,3,2.0,True,1.0,8,2022,Portugal,24,8,16.0,9.0,2.0,211.74800000000002,1.6110000000000002,27,1
64939,3,2.0,3,2.0,True,1.0,3,2022,Portugal,2,8,13.0,8.0,4.0,215.57700000000003,3.829,27,1
64940,8,2.0,3,2.0,True,1.0,2,2022,Portugal,29,8,14.0,15.0,0.0,217.616,2.039,27,1
64941,5,2.0,4,2.0,True,1.0,4,2022,Portugal,28,8,17.0,14.0,0.0,218.67600000000002,1.06,27,1
64942,25,2.0,3,2.0,True,1.0,15,2022,Portugal,15,8,18.0,18.0,0.0,219.98000000000002,1.304,27,1
64943,21,2.0,3,2.0,True,1.0,7,2022,Portugal,19,8,19.0,17.0,0.0,220.92000000000002,0.9400000000000001,27,1
64944,32,2.0,3,2.0,True,1.0,7,2022,Portugal,18,8,20.0,19.0,0.0,222.794,1.874,27,1
64945,28,3.0,3,7.0,False,2.0,9,2022,Portugal,3,8,1.0,3.0,16.0,334.67,111.876,27,0
64946,19,3.0,3,7.0,False,2.0,9,2022,Portugal,10,8,2.0,1.0,25.0,336.80100000000004,2.1310000000000002,27,0
64947,16,3.0,3,8.0,False,2.0,11,2022,Portugal,31,8,3.0,2.0,18.0,338.01800000000003,1.217,27,0
64948,24,3.0,4,8.0,False,2.0,5,2022,Portugal,26,8,5.0,11.0,0.0,338.951,0.933,27,0
64949,2,3.0,3,9.0,False,2.0,11,2022,Portugal,22,8,4.0,4.0,12.0,340.23,1.2790000000000001,27,0
64950,18,3.0,4,7.0,False,2.0,8,2022,Portugal,20,8,7.0,5.0,10.0,341.10900000000004,0.879,27,0
64951,15,3.0,4,6.0,False,2.0,3,2022,Portugal,21,8,6.0,7.0,6.0,342.942,1.8330000000000002,27,0
64952,4,3.0,3,8.0,False,2.0,5,2022,Portugal,16,8,8.0,6.0,8.0,344.81600000000003,1.874,27,0
64953,1,3.0,4,7.0,False,2.0,2,2022,Portugal,7,8,9.0,10.0,1.0,346.358,1.542,27,0
64954,22,3.0,4,6.0,False,2.0,4,2022,Portugal,32,8,10.0,13.0,0.0,348.74600000000004,2.3880000000000003,27,0
64955,26,3.0,3,3.0,False,2.0,15,2022,Portugal,25,8,11.0,16.0,0.0,349.28700000000003,0.541,27,0
64956,33,3.0,3,3.0,False,2.0,1,2022,Portugal,8,8,12.0,12.0,0.0,350.637,1.35,27,0
64957,14,3.0,3,3.0,False,2.0,8,2022,Portugal,24,8,16.0,9.0,2.0,352.363,1.7260000000000002,27,0
64958,3,3.0,3,3.0,False,2.0,3,2022,Portugal,2,8,13.0,8.0,4.0,354.454,2.091,27,0
64959,8,3.0,3,3.0,False,2.0,2,2022,Portugal,29,8,14.0,15.0,0.0,356.389,1.935,27,0
64960,5,3.0,4,3.0,False,2.0,4,2022,Portugal,28,8,17.0,14.0,0.0,357.822,1.433,27,0
64961,25,3.0,3,3.0,False,2.0,15,2022,Portugal,15,8,18.0,18.0,0.0,359.237,1.415,27,0
64962,21,3.0,3,3.0,False,2.0,7,2022,Portugal,19,8,19.0,17.0,0.0,360.574,1.3370000000000002,27,0
64963,32,3.0,3,3.0,False,2.0,7,2022,Portugal,18,8,20.0,19.0,0.0,362.529,1.955,27,0
65293,24,21.0,4,26.0,False,3.0,5,2022,Portugal,26,0,5.0,11.0,0.0,1988.332,0.8560000000000001,27,0
65301,8,21.0,3,21.0,False,3.0,2,2022,Portugal,29,0,14.0,15.0,0.0,2004.3560000000002,7.2700000000000005,27,0
65310,18,22.0,4,26.0,False,3.0,8,2022,Portugal,20,0,7.0,5.0,10.0,2070.036,9.304,27,0
65314,15,22.0,4,25.0,False,3.0,3,2022,Portugal,21,0,6.0,7.0,6.0,2075.942,0.278,27,0
65316,22,22.0,4,25.0,False,3.0,4,2022,Portugal,32,0,10.0,13.0,0.0,2080.775,1.8110000000000002,27,0
65318,33,22.0,3,22.0,False,3.0,1,2022,Portugal,8,0,12.0,12.0,0.0,2082.136,1.034,27,0
65350,1,24.0,4,28.0,False,3.0,2,2022,Portugal,7,0,9.0,10.0,1.0,2244.085,1.455,27,0
65359,25,24.0,3,24.0,False,3.0,15,2022,Portugal,15,0,18.0,18.0,0.0,2271.2380000000003,1.4400000000000002,27,0
65367,4,25.0,3,30.0,False,3.0,5,2022,Portugal,16,0,8.0,6.0,8.0,2325.2070000000003,15.912,27,0
65435,26,28.0,3,28.0,False,3.0,15,2022,Portugal,25,0,11.0,16.0,0.0,2611.1310000000003,1.0470000000000002,27,0
65494,32,31.0,3,31.0,False,3.0,7,2022,Portugal,18,0,20.0,19.0,0.0,2875.5910000000003,2.367,27,0
65510,21,32.0,3,32.0,False,3.0,7,2022,Portugal,19,0,19.0,17.0,0.0,2949.715,8.985000000000001,27,0
65551,16,35.0,3,40.0,False,3.0,11,2022,Portugal,31,0,3.0,2.0,18.0,3127.559,4.7330000000000005,27,0
65569,28,36.0,3,40.0,False,3.0,9,2022,Portugal,3,0,1.0,3.0,16.0,3208.527,6.947,27,0
65587,19,37.0,3,41.0,False,3.0,9,2022,Portugal,10,0,2.0,1.0,25.0,3286.587,1.082,27,0
65635,5,39.0,4,39.0,False,3.0,4,2022,Portugal,28,0,17.0,14.0,0.0,3503.393,5.825,27,0
65652,3,40.0,3,40.0,False,3.0,3,2022,Portugal,2,0,13.0,8.0,4.0,3578.3680000000004,7.393000000000001,27,0
65670,14,41.0,3,41.0,False,3.0,8,2022,Portugal,24,0,16.0,9.0,2.0,3657.192,6.187,27,0
65733,32,43.0,0,12.0,True,4.0,7,2022,Portugal,18,0,20.0,19.0,0.0,3932.251,2.148,27,1
65855,2,51.0,3,57.0,False,3.0,11,2022,Portugal,22,0,4.0,4.0,12.0,4458.592000000001,1.112,27,0
66081,28,63.0,0,28.0,False,4.0,9,2022,Portugal,3,0,1.0,3.0,16.0,5440.196,9.509,27,0
66099,16,64.0,0,29.0,True,4.0,11,2022,Portugal,31,0,3.0,2.0,18.0,5515.9580000000005,2.236,27,1
66303,33,8.0,4,8.0,True,1.0,1,2022,Spain,8,2,14.0,15.0,0.0,711.5590000000001,3.6430000000000002,32,1
66322,26,9.0,4,9.0,True,1.0,15,2022,Spain,25,8,15.0,14.0,0.0,831.993,7.627000000000001,32,1
66325,25,9.0,4,9.0,True,1.0,15,2022,Spain,15,8,19.0,16.0,0.0,835.3190000000001,0.062000000000000006,32,1
66493,1,18.0,4,18.0,True,1.0,2,2022,Spain,7,0,12.0,10.0,1.0,1642.6550000000002,0.552,32,1
66547,3,21.0,4,24.0,False,1.0,3,2022,Spain,2,0,10.0,17.0,0.0,1896.6550000000002,0.035,32,0
66548,22,21.0,4,21.0,True,1.0,4,2022,Spain,32,0,13.0,13.0,0.0,1897.892,1.237,32,1
66563,24,22.0,4,25.0,False,1.0,5,2022,Spain,26,0,6.0,7.0,6.0,1975.226,1.7240000000000002,32,0
66564,5,22.0,4,22.0,True,1.0,4,2022,Spain,28,0,11.0,11.0,0.0,1980.6250000000002,5.399,32,1
66573,32,22.0,4,22.0,True,1.0,7,2022,Spain,18,0,20.0,19.0,0.0,2005.5330000000001,3.112,32,1
66577,28,23.0,4,26.0,False,1.0,9,2022,Spain,3,0,3.0,3.0,15.0,2043.353,4.642,32,0
66580,15,23.0,4,26.0,False,1.0,3,2022,Spain,21,0,5.0,9.0,2.0,2058.764,8.196,32,0
66581,18,23.0,4,26.0,False,1.0,8,2022,Spain,20,0,9.0,8.0,4.0,2060.627,1.8630000000000002,32,0
66589,21,23.0,4,23.0,True,1.0,7,2022,Spain,19,0,18.0,18.0,0.0,2084.713,1.82,32,1
66594,16,24.0,4,27.0,False,1.0,11,2022,Spain,31,0,2.0,2.0,19.0,2117.51,2.632,32,0
66616,14,25.0,4,28.0,False,1.0,8,2022,Spain,24,0,7.0,6.0,8.0,2221.717,0.6980000000000001,32,0
66654,2,27.0,4,30.0,False,1.0,11,2022,Spain,22,0,8.0,5.0,10.0,2391.6110000000003,1.2830000000000001,32,0
66661,25,27.0,3,18.0,True,2.0,15,2022,Spain,15,0,19.0,16.0,0.0,2417.683,0.40700000000000003,32,1
66668,19,28.0,4,32.0,False,1.0,9,2022,Spain,10,0,1.0,1.0,25.0,2451.963,7.593000000000001,32,0
66671,4,28.0,4,31.0,False,1.0,5,2022,Spain,16,0,4.0,4.0,12.0,2465.155,0.26,32,0
66677,26,28.0,3,19.0,True,2.0,15,2022,Spain,25,0,15.0,14.0,0.0,2497.3500000000004,1.5850000000000002,32,1
66852,27,37.0,3,37.0,True,1.0,1,2022,Spain,23,0,17.0,12.0,0.0,3266.3390000000004,0.439,32,1
66871,22,38.0,3,17.0,True,2.0,4,2022,Spain,32,0,13.0,13.0,0.0,3353.458,2.0,32,1
66888,5,39.0,3,17.0,True,2.0,4,2022,Spain,28,0,11.0,11.0,0.0,3433.786,0.9580000000000001,32,1
66896,33,39.0,3,34.0,False,2.0,1,2022,Spain,8,0,14.0,15.0,0.0,3456.967,1.349,32,0
66930,19,42.0,3,14.0,True,2.0,9,2022,Spain,10,0,1.0,1.0,25.0,3617.8450000000003,4.4830000000000005,32,1
66959,32,42.0,3,20.0,True,2.0,7,2022,Spain,18,0,20.0,19.0,0.0,3741.947,1.7000000000000002,32,1
67015,14,46.0,3,21.0,True,2.0,8,2022,Spain,24,0,7.0,6.0,8.0,3994.09,5.590000000000001,32,1
67016,24,46.0,3,24.0,True,2.0,5,2022,Spain,26,0,6.0,7.0,6.0,3995.434,1.344,32,1
67042,1,47.0,3,29.0,True,2.0,2,2022,Spain,7,0,12.0,10.0,1.0,4112.155000000001,1.498,32,1
67105,25,50.0,3,23.0,True,3.0,15,2022,Spain,15,0,19.0,16.0,0.0,4383.996,2.979,32,1
67108,21,50.0,3,27.0,True,2.0,7,2022,Spain,19,0,18.0,18.0,0.0,4398.320000000001,2.728,32,1
67113,18,51.0,3,28.0,True,2.0,8,2022,Spain,20,0,9.0,8.0,4.0,4433.81,5.2,32,1
67139,28,53.0,3,30.0,True,2.0,9,2022,Spain,3,0,3.0,3.0,15.0,4537.613,0.36300000000000004,32,1
67221,2,57.0,3,30.0,True,2.0,11,2022,Spain,22,0,8.0,5.0,10.0,4900.537,5.79,32,1
67238,4,58.0,3,30.0,True,2.0,5,2022,Spain,16,0,4.0,4.0,12.0,4970.598,9.202,32,1
67265,16,60.0,3,36.0,True,2.0,11,2022,Spain,31,0,2.0,2.0,19.0,5103.37,5.708,32,1
67313,3,61.0,3,40.0,True,2.0,3,2022,Spain,2,0,10.0,17.0,0.0,5306.201,2.253,32,1
67935,19,29.0,4,33.0,False,1.0,9,2022,Monaco,10,0,7.0,7.0,7.0,2255.867,1.731,25,0
67943,28,30.0,4,35.0,False,1.0,9,2022,Monaco,3,0,3.0,19.0,0.0,2297.606,11.935,25,0
67951,18,30.0,4,35.0,False,1.0,8,2022,Monaco,20,0,5.0,3.0,15.0,2328.648,9.066,25,0
67952,1,30.0,4,36.0,False,1.0,2,2022,Monaco,7,0,6.0,6.0,8.0,2331.817,3.169,25,0
67969,22,31.0,4,36.0,False,1.0,4,2022,Monaco,32,0,8.0,5.0,10.0,2411.181,2.9160000000000004,25,0
67984,26,31.0,3,31.0,True,1.0,15,2022,Monaco,25,0,15.0,14.0,0.0,2475.09,4.79,25,1
67985,24,32.0,4,38.0,False,1.0,5,2022,Monaco,26,0,4.0,2.0,18.0,2476.1800000000003,1.09,25,0
68013,33,33.0,4,38.0,False,1.0,1,2022,Monaco,8,0,10.0,10.0,1.0,2591.339,1.5650000000000002,25,0
68018,16,34.0,4,39.0,False,1.0,11,2022,Monaco,31,0,2.0,1.0,25.0,2618.0080000000003,1.5890000000000002,25,0
68039,2,35.0,4,40.0,False,1.0,11,2022,Monaco,22,0,9.0,4.0,12.0,2712.7070000000003,3.373,25,0
68050,32,34.0,4,34.0,True,1.0,7,2022,Monaco,18,0,19.0,17.0,0.0,2755.076,3.496,25,1
68069,14,36.0,3,36.0,True,1.0,8,2022,Monaco,24,0,12.0,12.0,0.0,2841.351,3.2560000000000002,25,1
68082,15,37.0,4,37.0,True,1.0,3,2022,Monaco,21,0,11.0,9.0,2.0,2896.2830000000004,3.604,25,1
68110,21,37.0,4,37.0,True,1.0,7,2022,Monaco,19,0,20.0,18.0,0.0,3012.7160000000003,1.1440000000000001,25,1
68191,27,43.0,3,43.0,True,1.0,1,2022,Monaco,23,0,14.0,11.0,0.0,3369.875,13.365,25,1
68203,25,43.0,3,43.0,True,1.0,15,2022,Monaco,15,0,18.0,15.0,0.0,3411.871,2.6470000000000002,25,1
68232,3,45.0,3,45.0,True,1.0,3,2022,Monaco,2,0,17.0,13.0,0.0,3542.8050000000003,1.677,25,1
68457,5,58.0,0,58.0,True,1.0,4,2022,Monaco,28,0,13.0,8.0,4.0,4496.659000000001,0.8140000000000001,25,1
68581,8,64.0,0,64.0,True,1.0,2,2022,Monaco,29,0,16.0,16.0,0.0,5017.778,1.6580000000000001,25,1
68617,19,67.0,0,38.0,True,2.0,9,2022,Monaco,10,0,7.0,7.0,7.0,5176.478,5.859,25,1
68853,33,2.0,4,2.0,True,1.0,1,2022,Azerbaijan,8,0,20.0,11.0,0.0,238.58,0.30000000000000004,5,1
68873,15,3.0,4,3.0,True,1.0,3,2022,Azerbaijan,21,0,12.0,20.0,0.0,361.925,11.323,5,1
68943,3,7.0,4,10.0,False,1.0,3,2022,Azerbaijan,2,0,8.0,6.0,8.0,776.7030000000001,0.443,5,0
68944,18,7.0,4,10.0,False,1.0,8,2022,Azerbaijan,20,0,9.0,5.0,10.0,778.879,2.176,5,0
68967,21,8.0,4,8.0,True,1.0,7,2022,Azerbaijan,19,0,17.0,13.0,0.0,902.5780000000001,0.21600000000000003,5,1
68976,4,9.0,4,12.0,False,1.0,5,2022,Azerbaijan,16,0,1.0,4.0,12.0,982.773,0.544,5,0
68979,8,9.0,4,15.0,False,1.0,2,2022,Azerbaijan,29,0,7.0,7.0,6.0,990.826,0.21600000000000003,5,0
68983,25,9.0,3,9.0,True,1.0,15,2022,Azerbaijan,15,0,16.0,16.0,0.0,1009.807,10.445,5,1
68987,32,9.0,4,9.0,True,1.0,7,2022,Azerbaijan,18,0,18.0,14.0,0.0,1019.4060000000001,2.7590000000000003,5,1
68994,24,10.0,4,13.0,False,1.0,5,2022,Azerbaijan,26,0,5.0,8.0,4.0,1093.771,7.014,5,0
69011,19,11.0,4,15.0,False,1.0,9,2022,Azerbaijan,10,1,2.0,15.0,0.0,1192.73,1.5730000000000002,5,0
69012,1,11.0,4,16.0,False,1.0,2,2022,Azerbaijan,7,1,4.0,3.0,15.0,1198.039,5.309,5,0
69014,28,11.0,4,15.0,False,1.0,9,2022,Azerbaijan,3,1,10.0,12.0,0.0,1211.107,6.757000000000001,5,0
69016,14,11.0,4,11.0,True,1.0,8,2022,Azerbaijan,24,1,13.0,9.0,2.0,1214.1750000000002,1.681,5,1
69029,16,12.0,4,13.0,False,1.0,11,2022,Azerbaijan,31,1,3.0,18.0,0.0,1299.997,2.04,5,0
69047,2,13.0,4,16.0,False,1.0,11,2022,Azerbaijan,22,0,6.0,1.0,25.0,1407.9170000000001,36.885000000000005,5,0
69056,27,13.0,3,13.0,True,1.0,1,2022,Azerbaijan,23,0,14.0,10.0,1.0,1441.411,0.28900000000000003,5,1
69143,22,18.0,4,18.0,True,1.0,4,2022,Azerbaijan,32,0,11.0,2.0,18.0,1955.6440000000002,2.357,5,1
69454,3,34.0,0,27.0,True,2.0,3,2022,Azerbaijan,2,8,8.0,6.0,8.0,3915.1070000000004,0.8270000000000001,5,1
69456,33,34.0,0,32.0,True,2.0,1,2022,Azerbaijan,8,8,20.0,11.0,0.0,3916.166,0.6890000000000001,5,1
69457,26,34.0,0,33.0,True,2.0,15,2022,Azerbaijan,25,8,15.0,17.0,0.0,3917.5950000000003,1.429,5,1
69458,21,34.0,0,26.0,True,2.0,7,2022,Azerbaijan,19,8,17.0,13.0,0.0,3919.09,1.495,5,1
69459,32,34.0,0,25.0,True,2.0,7,2022,Azerbaijan,18,8,18.0,14.0,0.0,4023.469,104.379,5,1
69638,21,44.0,4,12.0,False,3.0,7,2022,Azerbaijan,19,0,17.0,13.0,0.0,5077.794,11.520000000000001,5,0
69640,32,44.0,4,12.0,False,3.0,7,2022,Azerbaijan,18,0,18.0,14.0,0.0,5139.258000000001,3.4850000000000003,5,0
69674,2,47.0,0,34.0,True,2.0,11,2022,Azerbaijan,22,2,6.0,1.0,25.0,5381.116,64.044,5,1
69675,19,47.0,0,36.0,True,2.0,9,2022,Azerbaijan,10,2,2.0,15.0,0.0,5381.856000000001,0.74,5,1
69676,22,47.0,0,29.0,True,2.0,4,2022,Azerbaijan,32,2,11.0,2.0,18.0,5384.5740000000005,2.718,5,1
69677,1,47.0,0,36.0,True,2.0,2,2022,Azerbaijan,7,2,4.0,3.0,15.0,5387.762000000001,3.188,5,1
69678,4,47.0,0,38.0,True,2.0,5,2022,Azerbaijan,16,2,1.0,4.0,12.0,5390.35,2.588,5,1
69679,8,47.0,0,38.0,True,2.0,2,2022,Azerbaijan,29,2,7.0,7.0,6.0,5392.939,2.589,5,1
69680,18,47.0,0,40.0,True,2.0,8,2022,Azerbaijan,20,2,9.0,5.0,10.0,5395.691000000001,2.7520000000000002,5,1
69681,24,47.0,0,37.0,True,2.0,5,2022,Azerbaijan,26,2,5.0,8.0,4.0,5398.174,2.483,5,1
69682,14,47.0,0,36.0,True,2.0,8,2022,Azerbaijan,24,2,13.0,9.0,2.0,5403.625,5.4510000000000005,5,1
69683,3,47.0,4,15.0,False,3.0,3,2022,Azerbaijan,2,2,8.0,6.0,8.0,5406.009,2.3840000000000003,5,0
69684,27,47.0,0,34.0,True,2.0,1,2022,Azerbaijan,23,2,14.0,10.0,1.0,5407.353,1.344,5,1
69685,33,47.0,0,13.0,True,3.0,1,2022,Azerbaijan,8,2,20.0,11.0,0.0,5409.403,2.0500000000000003,5,1
69686,28,47.0,0,36.0,True,2.0,9,2022,Azerbaijan,3,2,10.0,12.0,0.0,5410.142000000001,0.7390000000000001,5,1
69687,26,47.0,0,13.0,True,3.0,15,2022,Azerbaijan,25,2,15.0,17.0,0.0,5410.707,0.5650000000000001,5,1
69688,32,46.0,4,7.0,False,4.0,7,2022,Azerbaijan,18,2,18.0,14.0,0.0,5420.562,9.855,5,0
69690,21,47.0,4,5.0,False,4.0,7,2022,Azerbaijan,19,2,17.0,13.0,0.0,5468.4490000000005,47.508,5,0
69693,2,48.0,0,35.0,False,3.0,11,2022,Azerbaijan,22,9,6.0,1.0,25.0,5568.044000000001,44.479000000000006,5,0
69694,19,48.0,0,37.0,False,3.0,9,2022,Azerbaijan,10,9,2.0,15.0,0.0,5569.461,1.417,5,0
69695,22,48.0,0,30.0,False,3.0,4,2022,Azerbaijan,32,9,11.0,2.0,18.0,5572.299,2.838,5,0
69696,1,48.0,0,37.0,False,3.0,2,2022,Azerbaijan,7,9,4.0,3.0,15.0,5574.636,2.337,5,0
69697,4,48.0,0,39.0,False,3.0,5,2022,Azerbaijan,16,9,1.0,4.0,12.0,5575.733,1.097,5,0
69698,8,48.0,0,39.0,False,3.0,2,2022,Azerbaijan,29,9,7.0,7.0,6.0,5578.165,2.432,5,0
69699,18,48.0,0,41.0,False,3.0,8,2022,Azerbaijan,20,9,9.0,5.0,10.0,5580.343000000001,2.178,5,0
69700,24,48.0,0,38.0,False,3.0,5,2022,Azerbaijan,26,9,5.0,8.0,4.0,5581.503000000001,1.1600000000000001,5,0
69701,14,48.0,0,37.0,False,3.0,8,2022,Azerbaijan,24,9,13.0,9.0,2.0,5583.715,2.212,5,0
69702,3,48.0,4,16.0,False,4.0,3,2022,Azerbaijan,2,9,8.0,6.0,8.0,5587.4310000000005,3.716,5,0
69703,27,48.0,0,35.0,False,3.0,1,2022,Azerbaijan,23,9,14.0,10.0,1.0,5590.049,2.6180000000000003,5,0
69704,33,48.0,0,14.0,False,4.0,1,2022,Azerbaijan,8,9,20.0,11.0,0.0,5592.161,2.112,5,0
69705,25,48.0,0,39.0,True,2.0,15,2022,Azerbaijan,15,9,16.0,16.0,0.0,5594.054,1.893,5,1
69706,28,48.0,4,5.0,False,3.0,9,2022,Azerbaijan,3,9,10.0,12.0,0.0,5597.110000000001,3.056,5,0
69707,26,48.0,4,1.0,True,4.0,15,2022,Azerbaijan,25,9,15.0,17.0,0.0,5602.453,5.343,5,1
69708,32,47.0,4,8.0,False,5.0,7,2022,Azerbaijan,18,9,18.0,14.0,0.0,5604.329000000001,1.8760000000000001,5,0
69709,21,48.0,4,6.0,False,5.0,7,2022,Azerbaijan,19,9,17.0,13.0,0.0,5629.584000000001,25.255000000000003,5,0
69710,32,48.0,4,9.0,False,6.0,7,2022,Azerbaijan,18,11,18.0,14.0,0.0,7561.774,1932.19,5,0
70036,4,14.0,3,17.0,False,1.0,5,2022,France,16,0,7.0,16.0,0.0,1444.0230000000001,5.255,13,0
70057,8,15.0,3,15.0,True,1.0,2,2022,France,29,0,0.0,13.0,0.0,1555.586,6.319,13,1
70058,21,15.0,3,15.0,True,1.0,7,2022,France,19,0,15.0,19.0,0.0,1574.567,18.981,13,1
70074,14,16.0,3,21.0,False,1.0,8,2022,France,24,0,10.0,6.0,8.0,1644.5900000000001,2.2070000000000003,13,0
70082,28,17.0,3,20.0,False,1.0,9,2022,France,3,0,3.0,4.0,12.0,1718.509,15.274000000000001,13,0
70091,24,17.0,3,20.0,False,1.0,5,2022,France,26,0,5.0,11.0,0.0,1744.1480000000001,0.41500000000000004,13,0
70093,1,17.0,3,22.0,False,1.0,2,2022,France,7,0,6.0,7.0,6.0,1745.9560000000001,1.367,13,0
70097,26,17.0,3,17.0,True,1.0,15,2022,France,25,0,14.0,12.0,0.0,1760.957,1.1740000000000002,13,1
70101,16,18.0,3,21.0,False,1.0,11,2022,France,31,0,1.0,1.0,26.0,1813.9940000000001,11.421000000000001,13,0
70113,3,18.0,3,21.0,False,1.0,3,2022,France,2,0,9.0,8.0,4.0,1854.4720000000002,6.545000000000001,13,0
70117,25,18.0,3,18.0,True,1.0,15,2022,France,15,0,16.0,18.0,0.0,1864.632,1.7280000000000002,13,1
70120,19,19.0,3,22.0,False,1.0,9,2022,France,10,0,2.0,2.0,18.0,1910.5230000000001,8.801,13,0
70222,2,24.0,3,27.0,False,1.0,11,2022,France,22,0,4.0,3.0,15.0,2417.76,14.113000000000001,13,0
70231,18,24.0,3,29.0,False,1.0,8,2022,France,20,0,8.0,5.0,10.0,2448.4990000000003,1.1500000000000001,13,0
70314,15,28.0,0,28.0,True,1.0,3,2022,France,21,0,11.0,14.0,0.0,2870.6960000000004,8.613000000000001,13,1
70316,33,28.0,0,28.0,True,1.0,1,2022,France,8,0,13.0,15.0,0.0,2872.132,1.096,13,1
70380,32,31.0,0,31.0,True,1.0,7,2022,France,18,0,18.0,20.0,0.0,3201.994,3.185,13,1
70382,16,32.0,0,14.0,True,2.0,11,2022,France,31,0,1.0,1.0,26.0,3204.154,0.48800000000000004,13,1
70416,27,33.0,0,33.0,True,1.0,1,2022,France,23,0,17.0,17.0,0.0,3383.318,7.1770000000000005,13,1
70431,5,34.0,0,34.0,True,1.0,4,2022,France,28,0,19.0,10.0,1.0,3462.014,1.2710000000000001,13,1
70489,22,37.0,0,37.0,True,1.0,4,2022,France,32,0,12.0,9.0,2.0,3754.1200000000003,0.36100000000000004,13,1
70514,4,38.0,0,24.0,True,2.0,5,2022,France,16,0,7.0,16.0,0.0,3873.724,5.423,13,1
71208,32,21.0,3,21.0,True,1.0,7,2021,AustriaA,18,0,20.0,18.0,0.0,1538.0900000000001,2.579,3,1
71244,33,23.0,3,23.0,True,1.0,1,2021,AustriaA,8,0,15.0,15.0,0.0,1667.9450000000002,5.441000000000001,3,1
71277,26,25.0,3,25.0,True,1.0,15,2021,AustriaA,25,0,10.0,19.0,0.0,1800.9830000000002,0.167,3,1
71287,2,26.0,4,29.0,False,1.0,11,2021,AustriaA,22,0,4.0,4.0,12.0,1844.143,2.6670000000000003,3,0
