,Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,StartPosition,EndPosition,Points,TimeSeconds,LapTimeSeconds,PitInTimeSeconds,PitOutTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,LapStartTimeSeconds,TotalTime,PitTime,TotalTimeWithPit,0,TotalTimeWoopWoop
110,0 days 01:20:45.381000,77,NA,11,0 days 01:18:11.967000,NA,0 days 00:01:00.507000,0 days 00:00:51.186000,0 days 00:01:02.282000,0 days 01:18:51.922000,0 days 01:19:43.099000,0 days 01:20:45.484000,152.0,93.0,246.0,151.0,False,HARD,1.0,True,2,0 days 01:17:51.314000,Mercedes,BOT,4,False,2021-12-05 17:49:58.532,2.0,3.0,15.0,4845.381,NA,NA,4691.967000000001,60.507000000000005,51.186,62.282000000000004,4671.314,173.97500000000002,NA,NA,NA,1051.3220000000001
360,0 days 01:20:56.553000,55,NA,11,NA,NA,0 days 00:00:46.541000,0 days 00:00:49.681000,0 days 00:01:04.761000,0 days 01:19:02.114000,0 days 01:19:51.792000,0 days 01:20:56.682000,233.0,121.0,192.0,119.0,False,HARD,11.0,True,1,0 days 01:18:15.586000,Ferrari,SAI,4,False,2021-12-05 17:50:22.804,15.0,8.0,4.0,4856.553,NA,NA,NA,46.541000000000004,49.681000000000004,64.76100000000001,4695.586,160.983,NA,NA,NA,1053.989
310,0 days 01:20:50.347000,16,NA,11,0 days 01:18:15.369000,NA,0 days 00:01:00.748000,0 days 00:00:51.314000,0 days 00:01:02.453000,0 days 01:18:56.612000,0 days 01:19:47.894000,0 days 01:20:50.501000,188.0,133.0,240.0,109.0,False,HARD,1.0,True,2,0 days 01:17:55.841000,Ferrari,LEC,4,False,2021-12-05 17:50:03.059,4.0,7.0,6.0,4850.347000000001,NA,NA,4695.369000000001,60.748000000000005,51.314,62.453,4675.841,174.51500000000001,NA,NA,NA,1054.1580000000001
260,0 days 01:20:54.036000,10,NA,11,NA,NA,0 days 00:00:47.933000,0 days 00:00:50.898000,0 days 00:01:04.865000,0 days 01:18:58.295000,0 days 01:19:49.171000,0 days 01:20:54.187000,227.0,127.0,211.0,165.0,False,MEDIUM,18.0,False,1,0 days 01:18:10.347000,AlphaTauri,GAS,4,False,2021-12-05 17:50:17.565,6.0,6.0,8.0,4854.036,NA,NA,NA,47.933,50.898,64.86500000000001,4690.347000000001,163.69600000000003,NA,NA,NA,1054.413
410,0 days 01:20:58.067000,99,NA,11,NA,NA,0 days 00:00:47.133000,0 days 00:00:50.376000,0 days 00:01:04.453000,0 days 01:19:03.263000,0 days 01:19:53.614000,0 days 01:20:58.193000,250.0,127.0,166.0,117.0,False,MEDIUM,17.0,False,1,0 days 01:18:16.113000,Alfa Romeo Racing,GIO,4,False,2021-12-05 17:50:23.331,10.0,9.0,2.0,4858.067,NA,NA,NA,47.133,50.376000000000005,64.453,4696.113,161.96200000000002,NA,NA,NA,1056.4920000000002
659,0 days 01:21:00.035000,22,NA,11,NA,NA,0 days 00:00:45.590000,0 days 00:00:49.264000,0 days 00:01:04.846000,0 days 01:19:05.925000,0 days 01:19:55.240000,0 days 01:21:00.094000,255.0,127.0,129.0,110.0,False,MEDIUM,18.0,False,1,0 days 01:18:20.278000,AlphaTauri,TSU,4,False,2021-12-05 17:50:27.496,8.0,14.0,0.0,4860.035,NA,NA,NA,45.59,49.264,64.846,4700.278,159.70000000000002,NA,NA,NA,1057.848
801,0 days 01:20:55.140000,11,NA,11,0 days 01:18:18.765000,NA,0 days 00:00:59.813000,0 days 00:00:51.761000,0 days 00:01:04.481000,0 days 01:18:58.898000,0 days 01:19:50.736000,0 days 01:20:55.290000,264.0,129.0,213.0,151.0,False,HARD,1.0,True,2,0 days 01:17:59.092000,Red Bull Racing,PER,4,False,2021-12-05 17:50:06.310,5.0,17.0,0.0,4855.14,NA,NA,4698.765,59.813,51.761,64.48100000000001,4679.092000000001,176.055,NA,NA,NA,1058.3700000000001
708,0 days 01:21:01.697000,7,NA,11,NA,NA,0 days 00:00:44.742000,0 days 00:00:50.714000,0 days 00:01:03.643000,0 days 01:19:07.340000,0 days 01:19:58.098000,0 days 01:21:01.874000,245.0,131.0,209.0,110.0,False,MEDIUM,11.0,True,1,0 days 01:18:22.582000,Alfa Romeo Racing,RAI,4,False,2021-12-05 17:50:29.800,12.0,15.0,0.0,4861.697,NA,NA,NA,44.742000000000004,50.714000000000006,63.643,4702.582,159.09900000000002,NA,NA,NA,1059.065
757,0 days 01:21:04.425000,5,NA,11,NA,NA,0 days 00:00:46.052000,0 days 00:00:50.793000,0 days 00:01:04.281000,0 days 01:19:09.359000,0 days 01:20:00.144000,0 days 01:21:04.558000,243.0,86.0,191.0,133.0,False,HARD,12.0,False,1,0 days 01:18:23.296000,Aston Martin,VET,4,False,2021-12-05 17:50:30.514,17.0,16.0,0.0,4864.425,NA,NA,NA,46.052,50.793000000000006,64.281,4703.296,161.126,NA,NA,NA,1061.275
816,0 days 01:21:11.688000,9,0 days 00:02:26.740000,11,NA,NA,0 days 00:00:40.061000,0 days 00:00:39.690000,0 days 00:01:06.989000,0 days 01:19:25.009000,0 days 01:20:04.699000,0 days 01:21:11.688000,NA,124.0,227.0,95.0,False,MEDIUM,11.0,True,1,0 days 01:18:44.948000,Haas F1 Team,MAZ,4,False,2021-12-05 17:50:52.166,20.0,18.0,0.0,4871.688,146.74,NA,NA,40.061,39.690000000000005,66.989,4724.948,146.74,NA,NA,NA,1065.3580000000002
610,0 days 01:21:08.082000,14,NA,11,0 days 01:18:41.167000,NA,0 days 00:00:58.425000,0 days 00:00:42.902000,0 days 00:01:04.966000,0 days 01:19:20.236000,0 days 01:20:03.116000,0 days 01:21:08.214000,214.0,120.0,144.0,75.0,False,HARD,1.0,True,2,0 days 01:18:21.800000,Alpine,ALO,4,False,2021-12-05 17:50:29.018,13.0,13.0,0.0,4868.082,NA,NA,4721.167,58.425000000000004,42.902,64.96600000000001,4701.8,166.293,NA,NA,NA,1066.4740000000002
460,0 days 01:21:06.549000,4,NA,11,0 days 01:18:28.873000,NA,0 days 00:01:03.035000,0 days 00:00:49.161000,0 days 00:01:05.429000,0 days 01:19:11.959000,0 days 01:20:01.180000,0 days 01:21:06.690000,252.0,112.0,162.0,89.0,False,HARD,1.0,True,2,0 days 01:18:08.914000,McLaren,NOR,4,False,2021-12-05 17:50:16.132,7.0,10.0,1.0,4866.549,NA,NA,4708.8730000000005,63.035000000000004,49.161,65.429,4688.914000000001,177.625,NA,NA,NA,1068.672
831,0 days 01:21:13.701000,63,0 days 00:02:26.698000,11,NA,NA,0 days 00:00:38.861000,0 days 00:00:39.477000,0 days 00:01:08.360000,0 days 01:19:25.864000,0 days 01:20:05.341000,0 days 01:21:13.701000,263.0,109.0,242.0,130.0,False,HARD,2.0,True,2,0 days 01:18:47.003000,Williams,RUS,4,False,2021-12-05 17:50:54.221,14.0,19.0,0.0,4873.701,146.698,NA,NA,38.861000000000004,39.477000000000004,68.36,4727.003000000001,146.698,NA,NA,NA,1069.1860000000001
560,0 days 01:21:16.178000,6,NA,11,0 days 01:19:00.907000,NA,0 days 00:01:03.196000,0 days 00:00:40.155000,0 days 00:00:55.117000,0 days 01:19:40.906000,0 days 01:20:21.083000,0 days 01:21:16.330000,259.0,240.0,245.0,138.0,False,HARD,1.0,True,2,0 days 01:18:37.676000,Williams,LAT,4,False,2021-12-05 17:50:44.894,16.0,12.0,0.0,4876.178,NA,NA,4740.907,63.196000000000005,40.155,55.117000000000004,4717.676,158.46800000000002,NA,NA,NA,1070.835
510,0 days 01:21:14.779000,18,0 days 00:02:22.383000,11,NA,NA,0 days 00:00:37.831000,0 days 00:00:36.183000,0 days 00:01:08.369000,0 days 01:19:30.227000,0 days 01:20:06.410000,0 days 01:21:14.779000,267.0,121.0,249.0,144.0,False,HARD,3.0,False,2,0 days 01:18:52.396000,Aston Martin,STR,4,False,2021-12-05 17:50:59.614,18.0,11.0,0.0,4874.779,142.383,NA,NA,37.831,36.183,68.369,4732.396000000001,142.383,NA,NA,NA,1070.881
61,0 days 01:23:28.790000,33,NA,12,NA,NA,0 days 00:00:58.377000,0 days 00:00:53.738000,0 days 00:00:55.167000,0 days 01:21:39.885000,0 days 01:22:33.623000,0 days 01:23:28.922000,130.0,109.0,217.0,231.0,False,MEDIUM,16.0,False,1,0 days 01:20:41.445000,Red Bull Racing,VER,4,False,2021-12-05 17:52:48.663,3.0,2.0,18.0,5008.79,NA,NA,NA,58.377,53.73800000000001,55.167,4841.445000000001,167.282,NA,NA,NA,1214.101
161,0 days 01:23:35.041000,31,NA,12,NA,NA,0 days 00:00:57.585000,0 days 00:00:53,0 days 00:00:57.569000,0 days 01:21:44.472000,0 days 01:22:37.475000,0 days 01:23:35.154000,115.0,96.0,186.0,163.0,False,MEDIUM,19.0,False,1,0 days 01:20:46.882000,Alpine,OCO,4,False,2021-12-05 17:52:54.100,9.0,4.0,12.0,5015.041,NA,NA,NA,57.585,53.0,57.569,4846.8820000000005,168.154,NA,NA,NA,1216.1370000000002
211,0 days 01:23:37.238000,3,NA,12,NA,NA,0 days 00:00:57.487000,0 days 00:00:53.689000,0 days 00:00:57.739000,0 days 01:21:45.827000,0 days 01:22:39.499000,0 days 01:23:37.335000,136.0,96.0,190.0,212.0,False,HARD,12.0,True,1,0 days 01:20:48.278000,McLaren,RIC,4,False,2021-12-05 17:52:55.496,11.0,5.0,10.0,5017.238,NA,NA,NA,57.487,53.689,57.739000000000004,4848.278,168.91500000000002,NA,NA,NA,1217.268
11,0 days 01:23:32.006000,44,NA,12,NA,NA,0 days 00:00:57.606000,0 days 00:00:53.233000,0 days 00:00:57.226000,0 days 01:21:41.552000,0 days 01:22:34.780000,0 days 01:23:32.134000,102.0,91.0,192.0,169.0,False,HARD,2.0,True,2,0 days 01:20:43.890000,Mercedes,HAM,4,False,2021-12-05 17:52:51.108,1.0,1.0,26.0,5012.006,NA,NA,NA,57.606,53.233000000000004,57.226000000000006,4843.89,168.065,NA,NA,NA,1219.0120000000002
111,0 days 01:23:33.104000,77,NA,12,NA,NA,0 days 00:00:57.511000,0 days 00:00:53.104000,0 days 00:00:57.157000,0 days 01:21:42.860000,0 days 01:22:35.947000,0 days 01:23:33.236000,112.0,84.0,181.0,175.0,False,HARD,2.0,True,2,0 days 01:20:45.381000,Mercedes,BOT,4,False,2021-12-05 17:52:52.599,2.0,3.0,15.0,5013.104,NA,NA,NA,57.511,53.104000000000006,57.157000000000004,4845.381,167.77200000000002,NA,NA,NA,1219.094
361,0 days 01:23:42.739000,55,NA,12,NA,NA,0 days 00:00:54.778000,0 days 00:00:53.444000,0 days 00:00:57.960000,0 days 01:21:51.335000,0 days 01:22:44.785000,0 days 01:23:42.908000,170.0,168.0,126.0,173.0,False,HARD,12.0,True,1,0 days 01:20:56.553000,Ferrari,SAI,4,False,2021-12-05 17:53:03.771,15.0,8.0,4.0,5022.7390000000005,NA,NA,NA,54.778000000000006,53.444,57.96,4856.553,166.18200000000002,NA,NA,NA,1220.171
261,0 days 01:23:40.787000,10,NA,12,NA,NA,0 days 00:00:53.958000,0 days 00:00:53.709000,0 days 00:00:59.082000,0 days 01:21:47.996000,0 days 01:22:41.788000,0 days 01:23:40.923000,171.0,133.0,136.0,178.0,False,MEDIUM,19.0,False,1,0 days 01:20:54.036000,AlphaTauri,GAS,4,False,2021-12-05 17:53:01.254,6.0,6.0,8.0,5020.787,NA,NA,NA,53.958000000000006,53.709,59.082,4854.036,166.749,NA,NA,NA,1221.162
411,0 days 01:23:43.690000,99,NA,12,NA,NA,0 days 00:00:54.136000,0 days 00:00:54.032000,0 days 00:00:57.454000,0 days 01:21:52.204000,0 days 01:22:46.291000,0 days 01:23:43.841000,167.0,145.0,132.0,211.0,False,MEDIUM,18.0,False,1,0 days 01:20:58.067000,Alfa Romeo Racing,GIO,4,False,2021-12-05 17:53:05.285,10.0,9.0,2.0,5023.6900000000005,NA,NA,NA,54.136,54.032000000000004,57.454,4858.067,165.622,NA,NA,NA,1222.114
311,0 days 01:23:38.776000,16,NA,12,NA,NA,0 days 00:00:56.425000,0 days 00:00:54.200000,0 days 00:00:57.766000,0 days 01:21:46.821000,0 days 01:22:41.010000,0 days 01:23:38.939000,154.0,112.0,149.0,199.0,False,HARD,2.0,True,2,0 days 01:20:50.347000,Ferrari,LEC,4,False,2021-12-05 17:52:57.565,4.0,7.0,6.0,5018.776000000001,NA,NA,NA,56.425000000000004,54.2,57.766000000000005,4850.347000000001,168.39100000000002,NA,NA,NA,1222.549
660,0 days 01:23:45.011000,22,NA,12,NA,NA,0 days 00:00:54.562000,0 days 00:00:52.641000,0 days 00:00:57.829000,0 days 01:21:54.617000,0 days 01:22:47.182000,0 days 01:23:45.117000,141.0,164.0,150.0,214.0,False,MEDIUM,19.0,False,1,0 days 01:21:00.035000,AlphaTauri,TSU,4,False,2021-12-05 17:53:07.253,8.0,14.0,0.0,5025.011,NA,NA,NA,54.562000000000005,52.641000000000005,57.829,4860.035,165.032,NA,NA,NA,1222.88
802,0 days 01:23:41.626000,11,NA,12,NA,NA,0 days 00:00:54.912000,0 days 00:00:52.957000,0 days 00:00:58.604000,0 days 01:21:50.065000,0 days 01:22:43.084000,0 days 01:23:41.740000,187.0,124.0,154.0,177.0,False,HARD,2.0,True,2,0 days 01:20:55.140000,Red Bull Racing,PER,4,False,2021-12-05 17:53:02.358,5.0,17.0,0.0,5021.626,NA,NA,NA,54.912000000000006,52.957,58.604000000000006,4855.14,166.473,NA,NA,NA,1224.843
709,0 days 01:23:48.327000,7,NA,12,NA,NA,0 days 00:00:54.334000,0 days 00:00:53.396000,0 days 00:00:58.901000,0 days 01:21:56.066000,0 days 01:22:49.426000,0 days 01:23:48.440000,126.0,182.0,105.0,225.0,False,MEDIUM,12.0,True,1,0 days 01:21:01.697000,Alfa Romeo Racing,RAI,4,False,2021-12-05 17:53:08.915,12.0,15.0,0.0,5028.327,NA,NA,NA,54.334,53.396,58.901,4861.697,166.631,NA,NA,NA,1225.6960000000001
758,0 days 01:23:49.266000,5,NA,12,NA,NA,0 days 00:00:53.207000,0 days 00:00:55.841000,0 days 00:00:55.804000,0 days 01:21:57.621000,0 days 01:22:53.465000,0 days 01:23:49.397000,117.0,93.0,118.0,238.0,False,HARD,13.0,False,1,0 days 01:21:04.425000,Aston Martin,VET,4,False,2021-12-05 17:53:11.643,17.0,16.0,0.0,5029.2660000000005,NA,NA,NA,53.207,55.841,55.804,4864.425,164.852,NA,NA,NA,1226.127
817,0 days 01:23:55.170000,9,NA,12,NA,NA,0 days 00:00:51.715000,0 days 00:00:55.990000,0 days 00:00:55.792000,0 days 01:22:03.388000,0 days 01:22:59.456000,0 days 01:23:55.317000,118.0,78.0,212.0,214.0,False,MEDIUM,12.0,True,1,0 days 01:21:11.688000,Haas F1 Team,MAZ,4,False,2021-12-05 17:53:18.906,20.0,18.0,0.0,5035.17,NA,NA,NA,51.715,55.99,55.792,4871.688,163.497,NA,NA,NA,1228.855
611,0 days 01:23:51.960000,14,NA,12,NA,NA,0 days 00:00:53.080000,0 days 00:00:57.005000,0 days 00:00:53.768000,0 days 01:22:01.187000,0 days 01:22:58.194000,0 days 01:23:52.051000,168.0,78.0,114.0,169.0,False,HARD,2.0,True,2,0 days 01:21:08.082000,Alpine,ALO,4,False,2021-12-05 17:53:15.300,13.0,13.0,0.0,5031.96,NA,NA,NA,53.080000000000005,57.005,53.768,4868.082,163.853,NA,NA,NA,1230.327
461,0 days 01:23:50.596000,4,NA,12,NA,NA,0 days 00:00:53.053000,0 days 00:00:55.510000,0 days 00:00:55.510000,0 days 01:21:59.576000,0 days 01:22:55.174000,0 days 01:23:50.792000,170.0,102.0,121.0,213.0,False,HARD,2.0,True,2,0 days 01:21:06.549000,McLaren,NOR,4,False,2021-12-05 17:53:13.767,7.0,10.0,1.0,5030.5960000000005,NA,NA,NA,53.053000000000004,55.510000000000005,55.510000000000005,4866.549,164.07300000000004,NA,NA,NA,1232.7450000000001
832,0 days 01:23:57.561000,63,NA,12,NA,NA,0 days 00:00:51.253000,0 days 00:00:56.058000,0 days 00:00:56.512000,0 days 01:22:04.991000,0 days 01:23:01.095000,0 days 01:23:57.656000,96.0,77.0,269.0,196.0,False,HARD,3.0,True,2,0 days 01:21:13.701000,Williams,RUS,4,False,2021-12-05 17:53:20.919,14.0,19.0,0.0,5037.561000000001,NA,NA,NA,51.253,56.05800000000001,56.512,4873.701,163.823,NA,NA,NA,1233.009
511,0 days 01:23:59.096000,18,NA,12,NA,NA,0 days 00:00:51.193000,0 days 00:00:56.079000,0 days 00:00:57.054000,0 days 01:22:06.009000,0 days 01:23:02.042000,0 days 01:23:59.247000,107.0,88.0,248.0,146.0,False,HARD,4.0,False,2,0 days 01:21:14.779000,Aston Martin,STR,4,False,2021-12-05 17:53:21.997,18.0,11.0,0.0,5039.0960000000005,NA,NA,NA,51.193000000000005,56.079,57.054,4874.779,164.32600000000002,NA,NA,NA,1235.207
561,0 days 01:24:01.126000,6,NA,12,NA,NA,0 days 00:00:53.416000,0 days 00:00:53.646000,0 days 00:00:57.887000,0 days 01:22:09.611000,0 days 01:23:03.239000,0 days 01:24:01.278000,90.0,86.0,232.0,196.0,False,HARD,2.0,True,2,0 days 01:21:16.178000,Williams,LAT,4,False,2021-12-05 17:53:23.396,16.0,12.0,0.0,5041.126,NA,NA,NA,53.416000000000004,53.646,57.887,4876.178,164.949,NA,NA,NA,1235.784
62,0 days 01:26:23.595000,33,NA,13,NA,0 days 01:26:22.085000,0 days 00:00:55.515000,0 days 00:00:52.036000,0 days 00:01:07.330000,0 days 01:24:24.230000,0 days 01:25:16.265000,0 days 01:26:23.820000,201.0,107.0,NA,164.0,False,MEDIUM,17.0,False,1,0 days 01:23:28.790000,Red Bull Racing,VER,45,False,2021-12-05 17:55:36.008,3.0,2.0,18.0,5183.595,NA,5182.085,NA,55.515,52.036,67.33,5008.79,174.881,996.4800000000005,1171.3610000000006,NA,1388.9820000000002
162,0 days 01:26:31.705000,31,NA,13,NA,0 days 01:26:30.286000,0 days 00:00:54.219000,0 days 00:00:53.763000,0 days 00:01:08.681000,0 days 01:24:29.261000,0 days 01:25:23.031000,0 days 01:26:31.777000,188.0,148.0,NA,145.0,False,MEDIUM,20.0,False,1,0 days 01:23:35.041000,Alpine,OCO,45,False,2021-12-05 17:55:42.259,9.0,4.0,12.0,5191.705,NA,5190.286,NA,54.219,53.763000000000005,68.681,5015.041,176.663,997.1370000000006,1173.8000000000006,NA,1392.8000000000002
12,0 days 01:26:27.462000,44,NA,13,NA,0 days 01:26:26.010000,0 days 00:00:53.956000,0 days 00:00:53.149000,0 days 00:01:08.400000,0 days 01:24:25.913000,0 days 01:25:19.100000,0 days 01:26:27.636000,166.0,139.0,NA,199.0,False,HARD,3.0,True,2,0 days 01:23:32.006000,Mercedes,HAM,45,False,2021-12-05 17:55:39.224,1.0,1.0,26.0,5187.462,NA,5186.01,NA,53.956,53.149,68.4,5012.006,175.505,995.8200000000006,1171.3250000000007,NA,1394.517
112,0 days 01:26:30.010000,77,NA,13,NA,0 days 01:26:28.617000,0 days 00:00:54.367000,0 days 00:00:52.965000,0 days 00:01:09.605000,0 days 01:24:27.461000,0 days 01:25:20.405000,0 days 01:26:30.116000,228.0,134.0,NA,163.0,False,HARD,3.0,True,2,0 days 01:23:33.104000,Mercedes,BOT,45,False,2021-12-05 17:55:40.322,2.0,3.0,15.0,5190.01,NA,5188.617,NA,54.367000000000004,52.965,69.605,5013.104,176.937,996.027,1172.964,NA,1396.0310000000002
212,0 days 01:26:36.508000,3,NA,13,NA,0 days 01:26:34.790000,0 days 00:00:55.063000,0 days 00:00:52.066000,0 days 00:01:12.173000,0 days 01:24:32.269000,0 days 01:25:24.415000,0 days 01:26:36.706000,203.0,155.0,NA,198.0,False,HARD,13.0,True,1,0 days 01:23:37.238000,McLaren,RIC,45,False,2021-12-05 17:55:44.456,11.0,5.0,10.0,5196.508000000001,NA,5194.79,NA,55.063,52.066,72.173,5017.238,179.30200000000002,996.9030000000002,1176.2050000000004,NA,1396.5700000000002
262,0 days 01:26:40.359000,10,NA,13,NA,0 days 01:26:37.838000,0 days 00:00:54.626000,0 days 00:00:51.988000,0 days 00:01:12.959000,0 days 01:24:35.412000,0 days 01:25:27.439000,0 days 01:26:40.528000,178.0,156.0,NA,154.0,False,MEDIUM,20.0,False,1,0 days 01:23:40.787000,AlphaTauri,GAS,45,False,2021-12-05 17:55:48.005,6.0,6.0,8.0,5200.359,NA,5197.838000000001,NA,54.626000000000005,51.98800000000001,72.959,5020.787,179.573,1001.6719999999996,1181.2449999999997,NA,1400.7350000000001
362,0 days 01:26:43.654000,55,NA,13,NA,0 days 01:26:41.415000,0 days 00:00:55.260000,0 days 00:00:52.004000,0 days 00:01:13.655000,0 days 01:24:37.995000,0 days 01:25:30.009000,0 days 01:26:43.844000,130.0,149.0,NA,113.0,False,HARD,13.0,True,1,0 days 01:23:42.739000,Ferrari,SAI,45,False,2021-12-05 17:55:49.957,15.0,8.0,4.0,5203.654,NA,5201.415,NA,55.260000000000005,52.004000000000005,73.655,5022.7390000000005,180.919,1004.3290000000006,1185.2480000000007,NA,1401.0900000000001
312,0 days 01:26:37.952000,16,NA,13,NA,0 days 01:26:36.039000,0 days 00:00:54.985000,0 days 00:00:51.735000,0 days 00:01:12.470000,0 days 01:24:33.747000,0 days 01:25:25.487000,0 days 01:26:38.156000,183.0,164.0,NA,193.0,False,HARD,3.0,True,2,0 days 01:23:38.776000,Ferrari,LEC,45,False,2021-12-05 17:55:45.994,4.0,7.0,6.0,5197.952,NA,5196.039000000001,NA,54.98500000000001,51.73500000000001,72.47,5018.776000000001,179.19,999.406,1178.596,NA,1401.739
412,0 days 01:26:45.828000,99,NA,13,NA,0 days 01:26:43.385000,0 days 00:00:55.189000,0 days 00:00:52.646000,0 days 00:01:14.295000,0 days 01:24:38.958000,0 days 01:25:31.533000,0 days 01:26:46.244000,125.0,138.0,NA,123.0,False,MEDIUM,19.0,False,1,0 days 01:23:43.690000,Alfa Romeo Racing,GIO,45,False,2021-12-05 17:55:50.908,10.0,9.0,2.0,5205.828,NA,5203.385,NA,55.189,52.646,74.295,5023.6900000000005,182.13,1004.576,1186.7060000000001,NA,1404.2440000000001
803,0 days 01:26:42.428000,11,NA,13,NA,0 days 01:26:39.647000,0 days 00:00:55.064000,0 days 00:00:52.298000,0 days 00:01:13.489000,0 days 01:24:36.666000,0 days 01:25:28.939000,0 days 01:26:42.631000,172.0,141.0,NA,130.0,False,HARD,3.0,True,2,0 days 01:23:41.626000,Red Bull Racing,PER,45,False,2021-12-05 17:55:48.844,5.0,17.0,0.0,5202.428,NA,5199.647,NA,55.064,52.298,73.489,5021.626,180.851,1002.5830000000005,1183.4340000000007,NA,1405.694
661,0 days 01:26:47.948000,22,NA,13,NA,0 days 01:26:45.138000,0 days 00:00:55.009000,0 days 00:00:53.490000,0 days 00:01:14.450000,0 days 01:24:40.106000,0 days 01:25:33.498000,0 days 01:26:48.105000,153.0,137.0,NA,125.0,False,MEDIUM,20.0,False,1,0 days 01:23:45.011000,AlphaTauri,TSU,45,False,2021-12-05 17:55:52.229,8.0,14.0,0.0,5207.948,NA,5205.138,NA,55.009,53.49,74.45,5025.011,182.949,1006.3710000000001,1189.3200000000002,NA,1405.8290000000002
710,0 days 01:26:51.801000,7,NA,13,NA,0 days 01:26:47.985000,0 days 00:00:53.604000,0 days 00:00:53.352000,0 days 00:01:16.548000,0 days 01:24:41.901000,0 days 01:25:35.261000,0 days 01:26:52.240000,190.0,130.0,NA,137.0,False,MEDIUM,13.0,True,1,0 days 01:23:48.327000,Alfa Romeo Racing,RAI,45,False,2021-12-05 17:55:55.545,12.0,15.0,0.0,5211.801,NA,5207.985000000001,NA,53.604000000000006,53.352000000000004,76.548,5028.327,183.50400000000002,1008.2379999999994,1191.7419999999993,NA,1409.2
759,0 days 01:26:54.166000,5,NA,13,NA,0 days 01:26:49.921000,0 days 00:00:54.755000,0 days 00:00:52.142000,0 days 00:01:18.032000,0 days 01:24:44.056000,0 days 01:25:36.134000,0 days 01:26:54.600000,216.0,118.0,NA,158.0,False,HARD,14.0,False,1,0 days 01:23:49.266000,Aston Martin,VET,45,False,2021-12-05 17:55:56.484,17.0,16.0,0.0,5214.166,NA,5209.921,NA,54.755,52.142,78.03200000000001,5029.2660000000005,184.92900000000003,1012.3230000000003,1197.2520000000004,NA,1411.056
612,0 days 01:27:00.153000,14,NA,13,NA,0 days 01:26:54.477000,0 days 00:00:55.930000,0 days 00:00:51.850000,0 days 00:01:20.443000,0 days 01:24:47.893000,0 days 01:25:39.710000,0 days 01:27:00.578000,133.0,125.0,NA,100.0,False,HARD,3.0,True,2,0 days 01:23:51.960000,Alpine,ALO,45,False,2021-12-05 17:55:59.178,13.0,13.0,0.0,5220.153,NA,5214.477000000001,NA,55.93000000000001,51.85,80.44300000000001,5031.96,188.223,1019.8849999999993,1208.1079999999993,NA,1418.5500000000002
462,0 days 01:26:56.957000,4,NA,13,NA,0 days 01:26:51.397000,0 days 00:00:55.522000,0 days 00:00:51.918000,0 days 00:01:18.938000,0 days 01:24:46.101000,0 days 01:25:38.089000,0 days 01:26:57.410000,184.0,148.0,NA,147.0,False,HARD,3.0,True,2,0 days 01:23:50.596000,McLaren,NOR,45,False,2021-12-05 17:55:57.814,7.0,10.0,1.0,5216.957,NA,5211.397,NA,55.522000000000006,51.918000000000006,78.938,5030.5960000000005,186.37800000000001,1017.0440000000008,1203.4220000000007,NA,1419.123
818,0 days 01:27:05.550000,9,NA,13,NA,0 days 01:26:58.793000,0 days 00:00:53.876000,0 days 00:00:52.451000,0 days 00:01:24.058000,0 days 01:24:49.041000,0 days 01:25:41.499000,0 days 01:27:05.977000,124.0,139.0,NA,118.0,False,MEDIUM,13.0,True,1,0 days 01:23:55.170000,Haas F1 Team,MAZ,45,False,2021-12-05 17:56:02.388,20.0,18.0,0.0,5225.55,NA,5218.793000000001,NA,53.876000000000005,52.451,84.058,5035.17,190.385,1018.9889999999996,1209.3739999999996,NA,1419.2400000000002
833,0 days 01:27:11.523000,63,NA,13,NA,0 days 01:27:01.541000,0 days 00:00:53.309000,0 days 00:00:53.185000,0 days 00:01:27.516000,0 days 01:24:50.822000,0 days 01:25:44.014000,0 days 01:27:11.953000,193.0,235.0,NA,99.0,False,HARD,4.0,True,2,0 days 01:23:57.561000,Williams,RUS,45,False,2021-12-05 17:56:04.779,14.0,19.0,0.0,5231.523,NA,5221.541,NA,53.309000000000005,53.185,87.516,5037.561000000001,194.01,1021.299,1215.309,NA,1427.019
512,0 days 01:27:24,18,NA,13,NA,0 days 01:27:05.820000,0 days 00:00:53.233000,0 days 00:00:53.305000,0 days 00:01:38.353000,0 days 01:24:52.402000,0 days 01:25:45.647000,0 days 01:27:24.128000,190.0,200.0,NA,110.0,False,HARD,5.0,False,2,0 days 01:23:59.096000,Aston Martin,STR,45,False,2021-12-05 17:56:06.314,18.0,11.0,0.0,5244.0,NA,5225.820000000001,NA,53.233000000000004,53.30500000000001,98.35300000000001,5039.0960000000005,204.89100000000002,1020.6909999999998,1225.5819999999999,NA,1440.0980000000002
