,Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,StartPosition,EndPosition,Points,TimeSeconds,LapTimeSeconds,PitInTimeSeconds,PitOutTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,LapStartTimeSeconds,TotalTime,PitTime,TotalTimeWithPit,0,TotalTimeWoopWoop
288,0 days 02:51:35.297000,10,0 days 00:01:32.765000,39,NA,NA,0 days 00:00:34.082000,0 days 00:00:29.656000,0 days 00:00:29.027000,0 days 02:50:36.614000,0 days 02:51:06.270000,0 days 02:51:35.297000,282.0,291.0,292.0,291.0,False,HARD,26.0,False,3,0 days 02:50:02.532000,AlphaTauri,GAS,1,True,2021-12-05 19:22:09.750,6.0,6.0,8.0,10295.297,92.765,NA,NA,34.082,29.656000000000002,29.027,10202.532000000001,92.765,NA,NA,NA,3993.378
388,0 days 02:51:41.542000,55,0 days 00:01:32.209000,39,NA,NA,0 days 00:00:33.926000,0 days 00:00:29.320000,0 days 00:00:28.963000,0 days 02:50:43.259000,0 days 02:51:12.579000,0 days 02:51:41.542000,288.0,300.0,295.0,304.0,False,MEDIUM,29.0,False,3,0 days 02:50:09.333000,Ferrari,SAI,1,True,2021-12-05 19:22:16.551,15.0,8.0,4.0,10301.542000000001,92.209,NA,NA,33.926,29.32,28.963,10209.333,92.209,NA,NA,NA,3995.6780000000003
438,0 days 02:51:45.507000,99,0 days 00:01:34.318000,39,NA,NA,0 days 00:00:35.348000,0 days 00:00:29.760000,0 days 00:00:29.210000,0 days 02:50:46.537000,0 days 02:51:16.297000,0 days 02:51:45.507000,286.0,301.0,295.0,303.0,False,HARD,26.0,False,3,0 days 02:50:11.189000,Alfa Romeo Racing,GIO,1,True,2021-12-05 19:22:18.407,10.0,9.0,2.0,10305.507000000001,94.31800000000001,NA,NA,35.348,29.76,29.21,10211.189,94.31800000000001,NA,NA,NA,4001.6050000000005
338,0 days 02:51:43.340000,16,0 days 00:01:32.028000,39,NA,NA,0 days 00:00:33.783000,0 days 00:00:29.342000,0 days 00:00:28.903000,0 days 02:50:45.095000,0 days 02:51:14.437000,0 days 02:51:43.340000,292.0,308.0,298.0,312.0,False,HARD,29.0,False,4,0 days 02:50:11.312000,Ferrari,LEC,1,True,2021-12-05 19:22:18.530,4.0,7.0,6.0,10303.34,92.028,NA,NA,33.783,29.342000000000002,28.903000000000002,10211.312,92.028,NA,NA,NA,4005.588
488,0 days 02:52:00.235000,4,0 days 00:01:32.305000,39,NA,NA,0 days 00:00:33.793000,0 days 00:00:29.427000,0 days 00:00:29.085000,0 days 02:51:01.723000,0 days 02:51:31.150000,0 days 02:52:00.235000,NA,295.0,296.0,294.0,False,HARD,29.0,False,4,0 days 02:50:27.930000,McLaren,NOR,1,True,2021-12-05 19:22:35.148,7.0,10.0,1.0,10320.235,92.305,NA,NA,33.793,29.427000000000003,29.085,10227.93,92.305,NA,NA,NA,4014.6270000000004
638,0 days 02:52:15.002000,14,0 days 00:01:34.054000,39,NA,NA,0 days 00:00:34.605000,0 days 00:00:29.887000,0 days 00:00:29.562000,0 days 02:51:15.553000,0 days 02:51:45.440000,0 days 02:52:15.002000,282.0,292.0,294.0,297.0,False,HARD,29.0,False,4,0 days 02:50:40.948000,Alpine,ALO,1,True,2021-12-05 19:22:48.166,13.0,13.0,0.0,10335.002,94.054,NA,NA,34.605000000000004,29.887,29.562,10240.948,94.054,NA,NA,NA,4028.1800000000003
785,0 days 02:52:18.407000,5,0 days 00:01:34.205000,39,NA,NA,0 days 00:00:34.838000,0 days 00:00:30.050000,0 days 00:00:29.317000,0 days 02:51:19.040000,0 days 02:51:49.090000,0 days 02:52:18.407000,281.0,294.0,295.0,296.0,False,MEDIUM,24.0,False,3,0 days 02:50:44.202000,Aston Martin,VET,1,True,2021-12-05 19:22:51.420,17.0,16.0,0.0,10338.407000000001,94.20500000000001,NA,NA,34.838,30.05,29.317,10244.202000000001,94.20500000000001,NA,NA,NA,4028.925
538,0 days 02:52:04.250000,18,0 days 00:01:33.650000,39,NA,NA,0 days 00:00:34.564000,0 days 00:00:29.906000,0 days 00:00:29.180000,0 days 02:51:05.164000,0 days 02:51:35.070000,0 days 02:52:04.250000,278.0,288.0,292.0,292.0,False,MEDIUM,24.0,False,4,0 days 02:50:30.600000,Aston Martin,STR,1,True,2021-12-05 19:22:37.818,18.0,11.0,0.0,10324.25,93.65,NA,NA,34.564,29.906000000000002,29.180000000000003,10230.6,93.65,NA,NA,NA,4029.9530000000004
588,0 days 02:52:09.859000,6,0 days 00:01:33.618000,39,NA,NA,0 days 00:00:34.440000,0 days 00:00:29.745000,0 days 00:00:29.433000,0 days 02:51:10.681000,0 days 02:51:40.426000,0 days 02:52:09.859000,278.0,289.0,293.0,293.0,False,HARD,27.0,False,4,0 days 02:50:36.241000,Williams,LAT,1,True,2021-12-05 19:22:43.459,16.0,12.0,0.0,10329.859,93.61800000000001,NA,NA,34.440000000000005,29.745,29.433000000000003,10236.241,93.61800000000001,NA,NA,NA,4031.8640000000005
736,0 days 02:52:45.895000,7,0 days 00:01:34.042000,39,NA,NA,0 days 00:00:34.515000,0 days 00:00:29.876000,0 days 00:00:29.651000,0 days 02:51:46.368000,0 days 02:52:16.244000,0 days 02:52:45.895000,284.0,289.0,289.0,290.0,False,MEDIUM,18.0,False,4,0 days 02:51:11.853000,Alfa Romeo Racing,RAI,1,True,2021-12-05 19:23:19.071,12.0,15.0,0.0,10365.895,94.042,NA,NA,34.515,29.876,29.651000000000003,10271.853000000001,94.042,NA,NA,NA,4058.003
687,0 days 02:52:47.394000,22,0 days 00:01:32.964000,39,NA,NA,0 days 00:00:34.121000,0 days 00:00:29.662000,0 days 00:00:29.181000,0 days 02:51:48.551000,0 days 02:52:18.213000,0 days 02:52:47.394000,283.0,291.0,294.0,294.0,False,HARD,18.0,False,4,0 days 02:51:14.430000,AlphaTauri,TSU,1,True,2021-12-05 19:23:21.648,8.0,14.0,0.0,10367.394,92.96400000000001,NA,NA,34.121,29.662000000000003,29.181,10274.43,92.964,NA,NA,NA,4061.4750000000004
89,0 days 02:52:30.419000,33,0 days 00:01:31.567000,40,NA,NA,0 days 00:00:33.814000,0 days 00:00:29.172000,0 days 00:00:28.581000,0 days 02:51:32.666000,0 days 02:52:01.838000,0 days 02:52:30.419000,NA,295.0,296.0,297.0,False,MEDIUM,25.0,True,3,0 days 02:50:58.852000,Red Bull Racing,VER,1,True,2021-12-05 19:23:06.070,3.0,2.0,18.0,10350.419,91.56700000000001,NA,NA,33.814,29.172,28.581000000000003,10258.852,91.56700000000001,NA,NA,NA,3840.652
39,0 days 02:52:32.421000,44,0 days 00:01:31.536000,40,NA,NA,0 days 00:00:34.138000,0 days 00:00:28.897000,0 days 00:00:28.501000,0 days 02:51:35.023000,0 days 02:52:03.920000,0 days 02:52:32.421000,NA,304.0,304.0,305.0,False,HARD,30.0,False,4,0 days 02:51:00.885000,Mercedes,HAM,1,True,2021-12-05 19:23:08.103,1.0,1.0,26.0,10352.421,91.536,NA,NA,34.138000000000005,28.897000000000002,28.501,10260.885,91.53600000000002,NA,NA,NA,3852.0370000000003
139,0 days 02:53:00.564000,77,0 days 00:01:32.726000,40,NA,NA,0 days 00:00:34.173000,0 days 00:00:29.367000,0 days 00:00:29.186000,0 days 02:52:02.011000,0 days 02:52:31.378000,0 days 02:53:00.564000,NA,297.0,299.0,296.0,False,MEDIUM,25.0,False,4,0 days 02:51:27.838000,Mercedes,BOT,1,True,2021-12-05 19:23:35.056,2.0,3.0,15.0,10380.564,92.726,NA,NA,34.173,29.367,29.186000000000003,10287.838,92.72600000000001,NA,NA,NA,3870.6270000000004
189,0 days 02:52:55.515000,31,0 days 00:01:32.838000,40,NA,NA,0 days 00:00:34.140000,0 days 00:00:29.623000,0 days 00:00:29.075000,0 days 02:51:56.817000,0 days 02:52:26.440000,0 days 02:52:55.515000,282.0,292.0,293.0,294.0,False,HARD,27.0,False,3,0 days 02:51:22.677000,Alpine,OCO,1,True,2021-12-05 19:23:29.895,9.0,4.0,12.0,10375.515000000001,92.83800000000001,NA,NA,34.14,29.623,29.075000000000003,10282.677000000001,92.83800000000001,NA,NA,NA,3922.934
289,0 days 02:53:08.117000,10,0 days 00:01:32.820000,40,NA,NA,0 days 00:00:34.164000,0 days 00:00:29.594000,0 days 00:00:29.062000,0 days 02:52:09.461000,0 days 02:52:39.055000,0 days 02:53:08.117000,281.0,290.0,292.0,288.0,False,HARD,27.0,False,3,0 days 02:51:35.297000,AlphaTauri,GAS,1,True,2021-12-05 19:23:42.515,6.0,6.0,8.0,10388.117,92.82000000000001,NA,NA,34.164,29.594,29.062,10295.297,92.82000000000001,NA,NA,NA,4086.1980000000003
239,0 days 02:53:02.216000,3,0 days 00:01:34.573000,40,NA,NA,0 days 00:00:35.758000,0 days 00:00:29.693000,0 days 00:00:29.122000,0 days 02:52:03.401000,0 days 02:52:33.094000,0 days 02:53:02.216000,285.0,309.0,302.0,301.0,False,MEDIUM,27.0,False,3,0 days 02:51:27.643000,McLaren,RIC,1,True,2021-12-05 19:23:34.861,11.0,5.0,10.0,10382.216,94.57300000000001,NA,NA,35.758,29.693,29.122000000000003,10287.643,94.57300000000001,NA,NA,NA,4086.313
389,0 days 02:53:13.890000,55,0 days 00:01:32.348000,40,NA,NA,0 days 00:00:34.017000,0 days 00:00:29.278000,0 days 00:00:29.053000,0 days 02:52:15.559000,0 days 02:52:44.837000,0 days 02:53:13.890000,287.0,301.0,294.0,304.0,False,MEDIUM,30.0,False,3,0 days 02:51:41.542000,Ferrari,SAI,1,True,2021-12-05 19:23:48.760,15.0,8.0,4.0,10393.890000000001,92.348,NA,NA,34.017,29.278000000000002,29.053,10301.542000000001,92.348,NA,NA,NA,4088.0260000000003
439,0 days 02:53:18.882000,99,0 days 00:01:33.375000,40,NA,NA,0 days 00:00:34.493000,0 days 00:00:29.673000,0 days 00:00:29.209000,0 days 02:52:20,0 days 02:52:49.673000,0 days 02:53:18.882000,NA,300.0,293.0,302.0,False,HARD,27.0,False,3,0 days 02:51:45.507000,Alfa Romeo Racing,GIO,1,True,2021-12-05 19:23:52.725,10.0,9.0,2.0,10398.882000000001,93.375,NA,NA,34.493,29.673000000000002,29.209000000000003,10305.507000000001,93.375,NA,NA,NA,4094.9800000000005
339,0 days 02:53:15.485000,16,0 days 00:01:32.145000,40,NA,NA,0 days 00:00:33.829000,0 days 00:00:29.409000,0 days 00:00:28.907000,0 days 02:52:17.169000,0 days 02:52:46.578000,0 days 02:53:15.485000,NA,307.0,298.0,311.0,False,HARD,30.0,False,4,0 days 02:51:43.340000,Ferrari,LEC,1,True,2021-12-05 19:23:50.558,4.0,7.0,6.0,10395.485,92.14500000000001,NA,NA,33.829,29.409000000000002,28.907,10303.34,92.145,NA,NA,NA,4097.733
489,0 days 02:53:32.370000,4,0 days 00:01:32.135000,40,NA,NA,0 days 00:00:33.741000,0 days 00:00:29.320000,0 days 00:00:29.074000,0 days 02:52:33.976000,0 days 02:53:03.296000,0 days 02:53:32.370000,284.0,294.0,295.0,292.0,False,HARD,30.0,False,4,0 days 02:52:00.235000,McLaren,NOR,1,True,2021-12-05 19:24:07.453,7.0,10.0,1.0,10412.37,92.135,NA,NA,33.741,29.32,29.074,10320.235,92.135,NA,NA,NA,4106.762000000001
639,0 days 02:53:48.695000,14,0 days 00:01:33.693000,40,NA,NA,0 days 00:00:34.509000,0 days 00:00:29.961000,0 days 00:00:29.223000,0 days 02:52:49.511000,0 days 02:53:19.472000,0 days 02:53:48.695000,280.0,292.0,292.0,297.0,False,HARD,30.0,False,4,0 days 02:52:15.002000,Alpine,ALO,1,True,2021-12-05 19:24:22.220,13.0,13.0,0.0,10428.695000000002,93.69300000000001,NA,NA,34.509,29.961000000000002,29.223000000000003,10335.002,93.693,NA,NA,NA,4121.8730000000005
539,0 days 02:53:37.631000,18,0 days 00:01:33.381000,40,NA,NA,0 days 00:00:34.385000,0 days 00:00:29.769000,0 days 00:00:29.227000,0 days 02:52:38.635000,0 days 02:53:08.404000,0 days 02:53:37.631000,279.0,288.0,291.0,290.0,False,MEDIUM,25.0,False,4,0 days 02:52:04.250000,Aston Martin,STR,1,True,2021-12-05 19:24:11.468,18.0,11.0,0.0,10417.631000000001,93.381,NA,NA,34.385000000000005,29.769000000000002,29.227,10324.25,93.38100000000001,NA,NA,NA,4123.334
786,0 days 02:53:52.852000,5,0 days 00:01:34.445000,40,NA,NA,0 days 00:00:34.985000,0 days 00:00:29.998000,0 days 00:00:29.462000,0 days 02:52:53.392000,0 days 02:53:23.390000,0 days 02:53:52.852000,282.0,294.0,293.0,292.0,False,MEDIUM,25.0,False,3,0 days 02:52:18.407000,Aston Martin,VET,1,True,2021-12-05 19:24:25.625,17.0,16.0,0.0,10432.852,94.44500000000001,NA,NA,34.985,29.998,29.462000000000003,10338.407000000001,94.44500000000001,NA,NA,NA,4123.37
589,0 days 02:53:43.683000,6,0 days 00:01:33.824000,40,NA,NA,0 days 00:00:34.496000,0 days 00:00:29.829000,0 days 00:00:29.499000,0 days 02:52:44.355000,0 days 02:53:14.184000,0 days 02:53:43.683000,279.0,287.0,293.0,292.0,False,HARD,28.0,False,4,0 days 02:52:09.859000,Williams,LAT,1,True,2021-12-05 19:24:17.077,16.0,12.0,0.0,10423.683,93.82400000000001,NA,NA,34.496,29.829,29.499000000000002,10329.859,93.82400000000001,NA,NA,NA,4125.688
737,0 days 02:54:20.204000,7,0 days 00:01:34.309000,40,NA,NA,0 days 00:00:34.890000,0 days 00:00:30.066000,0 days 00:00:29.353000,0 days 02:53:20.785000,0 days 02:53:50.851000,0 days 02:54:20.204000,278.0,288.0,291.0,301.0,False,MEDIUM,19.0,False,4,0 days 02:52:45.895000,Alfa Romeo Racing,RAI,1,True,2021-12-05 19:24:53.113,12.0,15.0,0.0,10460.204000000002,94.30900000000001,NA,NA,34.89,30.066000000000003,29.353,10365.895,94.309,NA,NA,NA,4152.312
688,0 days 02:54:20.349000,22,0 days 00:01:32.955000,40,NA,NA,0 days 00:00:34.363000,0 days 00:00:29.539000,0 days 00:00:29.053000,0 days 02:53:21.757000,0 days 02:53:51.296000,0 days 02:54:20.349000,282.0,304.0,313.0,303.0,False,HARD,19.0,False,4,0 days 02:52:47.394000,AlphaTauri,TSU,1,True,2021-12-05 19:24:54.612,8.0,14.0,0.0,10460.349,92.95500000000001,NA,NA,34.363,29.539,29.053,10367.394,92.955,NA,NA,NA,4154.43
90,0 days 02:54:02.003000,33,0 days 00:01:31.584000,41,NA,NA,0 days 00:00:33.802000,0 days 00:00:29.238000,0 days 00:00:28.544000,0 days 02:53:04.221000,0 days 02:53:33.459000,0 days 02:54:02.003000,284.0,295.0,297.0,297.0,False,MEDIUM,26.0,True,3,0 days 02:52:30.419000,Red Bull Racing,VER,1,True,2021-12-05 19:24:37.637,3.0,2.0,18.0,10442.003,91.584,NA,NA,33.802,29.238000000000003,28.544,10350.419,91.584,NA,NA,NA,3932.2360000000003
40,0 days 02:54:03.510000,44,0 days 00:01:31.089000,41,NA,NA,0 days 00:00:33.742000,0 days 00:00:28.924000,0 days 00:00:28.423000,0 days 02:53:06.163000,0 days 02:53:35.087000,0 days 02:54:03.510000,287.0,305.0,303.0,306.0,False,HARD,31.0,False,4,0 days 02:52:32.421000,Mercedes,HAM,1,True,2021-12-05 19:24:39.639,1.0,1.0,26.0,10443.51,91.089,NA,NA,33.742000000000004,28.924000000000003,28.423000000000002,10352.421,91.08900000000001,NA,NA,NA,3943.126
140,0 days 02:54:32.672000,77,0 days 00:01:32.108000,41,NA,NA,0 days 00:00:33.887000,0 days 00:00:29.181000,0 days 00:00:29.040000,0 days 02:53:34.451000,0 days 02:54:03.632000,0 days 02:54:32.672000,287.0,298.0,299.0,294.0,False,MEDIUM,26.0,False,4,0 days 02:53:00.564000,Mercedes,BOT,1,True,2021-12-05 19:25:07.782,2.0,3.0,15.0,10472.672,92.108,NA,NA,33.887,29.181,29.040000000000003,10380.564,92.108,NA,NA,NA,3962.735
190,0 days 02:54:28.113000,31,0 days 00:01:32.598000,41,NA,NA,0 days 00:00:34.020000,0 days 00:00:29.578000,0 days 00:00:29,0 days 02:53:29.535000,0 days 02:53:59.113000,0 days 02:54:28.113000,283.0,293.0,294.0,295.0,False,HARD,28.0,False,3,0 days 02:52:55.515000,Alpine,OCO,1,True,2021-12-05 19:25:02.733,9.0,4.0,12.0,10468.113000000001,92.598,NA,NA,34.02,29.578000000000003,29.000000000000004,10375.515000000001,92.59800000000001,NA,NA,NA,4015.532
290,0 days 02:54:40.939000,10,0 days 00:01:32.822000,41,NA,NA,0 days 00:00:34.098000,0 days 00:00:29.639000,0 days 00:00:29.085000,0 days 02:53:42.215000,0 days 02:54:11.854000,0 days 02:54:40.939000,282.0,290.0,293.0,288.0,False,HARD,28.0,False,3,0 days 02:53:08.117000,AlphaTauri,GAS,1,True,2021-12-05 19:25:15.335,6.0,6.0,8.0,10480.939,92.822,NA,NA,34.098,29.639000000000003,29.085,10388.117,92.822,NA,NA,NA,4179.02
240,0 days 02:54:35.463000,3,0 days 00:01:33.247000,41,NA,NA,0 days 00:00:34.636000,0 days 00:00:29.597000,0 days 00:00:29.014000,0 days 02:53:36.852000,0 days 02:54:06.449000,0 days 02:54:35.463000,NA,305.0,302.0,300.0,False,MEDIUM,28.0,False,3,0 days 02:53:02.216000,McLaren,RIC,1,True,2021-12-05 19:25:09.434,11.0,5.0,10.0,10475.463000000002,93.247,NA,NA,34.636,29.597,29.014000000000003,10382.216,93.24700000000001,NA,NA,NA,4179.56
390,0 days 02:54:45.976000,55,0 days 00:01:32.086000,41,NA,NA,0 days 00:00:33.842000,0 days 00:00:29.261000,0 days 00:00:28.983000,0 days 02:53:47.732000,0 days 02:54:16.993000,0 days 02:54:45.976000,289.0,305.0,296.0,307.0,False,MEDIUM,31.0,False,3,0 days 02:53:13.890000,Ferrari,SAI,1,True,2021-12-05 19:25:21.108,15.0,8.0,4.0,10485.976,92.08600000000001,NA,NA,33.842,29.261000000000003,28.983,10393.890000000001,92.086,NA,NA,NA,4180.112
440,0 days 02:54:52.019000,99,0 days 00:01:33.137000,41,NA,NA,0 days 00:00:34.334000,0 days 00:00:29.650000,0 days 00:00:29.153000,0 days 02:53:53.216000,0 days 02:54:22.866000,0 days 02:54:52.019000,287.0,301.0,294.0,303.0,False,HARD,28.0,False,3,0 days 02:53:18.882000,Alfa Romeo Racing,GIO,1,True,2021-12-05 19:25:26.100,10.0,9.0,2.0,10492.019,93.137,NA,NA,34.334,29.650000000000002,29.153000000000002,10398.882000000001,93.13700000000001,NA,NA,NA,4188.117
340,0 days 02:54:47.368000,16,0 days 00:01:31.883000,41,NA,NA,0 days 00:00:33.812000,0 days 00:00:29.271000,0 days 00:00:28.800000,0 days 02:53:49.297000,0 days 02:54:18.568000,0 days 02:54:47.368000,293.0,312.0,299.0,315.0,False,HARD,31.0,False,4,0 days 02:53:15.485000,Ferrari,LEC,1,True,2021-12-05 19:25:22.703,4.0,7.0,6.0,10487.368,91.88300000000001,NA,NA,33.812000000000005,29.271,28.8,10395.485,91.88300000000001,NA,NA,NA,4189.616
490,0 days 02:55:04.813000,4,0 days 00:01:32.443000,41,NA,NA,0 days 00:00:34.057000,0 days 00:00:29.389000,0 days 00:00:28.997000,0 days 02:54:06.427000,0 days 02:54:35.816000,0 days 02:55:04.813000,282.0,293.0,296.0,292.0,False,HARD,31.0,False,4,0 days 02:53:32.370000,McLaren,NOR,1,True,2021-12-05 19:25:39.588,7.0,10.0,1.0,10504.813,92.44300000000001,NA,NA,34.057,29.389000000000003,28.997000000000003,10412.37,92.44300000000001,NA,NA,NA,4199.205
640,0 days 02:55:22.941000,14,0 days 00:01:34.246000,41,NA,NA,0 days 00:00:34.896000,0 days 00:00:29.944000,0 days 00:00:29.406000,0 days 02:54:23.591000,0 days 02:54:53.535000,0 days 02:55:22.941000,NA,291.0,293.0,295.0,False,HARD,31.0,False,4,0 days 02:53:48.695000,Alpine,ALO,1,True,2021-12-05 19:25:55.913,13.0,13.0,0.0,10522.941,94.24600000000001,NA,NA,34.896,29.944000000000003,29.406000000000002,10428.695000000002,94.24600000000001,NA,NA,NA,4216.119000000001
540,0 days 02:55:10.960000,18,0 days 00:01:33.329000,41,NA,NA,0 days 00:00:34.387000,0 days 00:00:29.687000,0 days 00:00:29.255000,0 days 02:54:12.018000,0 days 02:54:41.705000,0 days 02:55:10.960000,278.0,289.0,292.0,290.0,False,MEDIUM,26.0,False,4,0 days 02:53:37.631000,Aston Martin,STR,1,True,2021-12-05 19:25:44.849,18.0,11.0,0.0,10510.960000000001,93.32900000000001,NA,NA,34.387,29.687,29.255000000000003,10417.631000000001,93.32900000000001,NA,NA,NA,4216.6630000000005
787,0 days 02:55:26.882000,5,0 days 00:01:34.030000,41,NA,NA,0 days 00:00:34.744000,0 days 00:00:29.965000,0 days 00:00:29.321000,0 days 02:54:27.596000,0 days 02:54:57.561000,0 days 02:55:26.882000,NA,295.0,294.0,292.0,True,MEDIUM,26.0,False,3,0 days 02:53:52.852000,Aston Martin,VET,1,True,2021-12-05 19:26:00.070,17.0,16.0,0.0,10526.882000000001,94.03,NA,NA,34.744,29.965000000000003,29.321,10432.852,94.03,NA,NA,NA,4217.400000000001
590,0 days 02:55:17.105000,6,0 days 00:01:33.422000,41,NA,NA,0 days 00:00:34.349000,0 days 00:00:29.685000,0 days 00:00:29.388000,0 days 02:54:18.032000,0 days 02:54:47.717000,0 days 02:55:17.105000,NA,287.0,295.0,290.0,False,HARD,29.0,False,4,0 days 02:53:43.683000,Williams,LAT,1,True,2021-12-05 19:25:50.901,16.0,12.0,0.0,10517.105000000001,93.42200000000001,NA,NA,34.349000000000004,29.685000000000002,29.388,10423.683,93.42200000000001,NA,NA,NA,4219.110000000001
689,0 days 02:55:53.192000,22,0 days 00:01:32.843000,41,NA,NA,0 days 00:00:33.923000,0 days 00:00:29.658000,0 days 00:00:29.262000,0 days 02:54:54.272000,0 days 02:55:23.930000,0 days 02:55:53.192000,280.0,286.0,292.0,289.0,False,HARD,20.0,False,4,0 days 02:54:20.349000,AlphaTauri,TSU,1,True,2021-12-05 19:26:27.567,8.0,14.0,0.0,10553.192000000001,92.843,NA,NA,33.923,29.658,29.262,10460.349,92.843,NA,NA,NA,4247.273
738,0 days 02:55:55.731000,7,0 days 00:01:35.527000,41,NA,NA,0 days 00:00:35.641000,0 days 00:00:30.100000,0 days 00:00:29.786000,0 days 02:54:55.845000,0 days 02:55:25.945000,0 days 02:55:55.731000,282.0,291.0,293.0,289.0,False,MEDIUM,20.0,False,4,0 days 02:54:20.204000,Alfa Romeo Racing,RAI,1,True,2021-12-05 19:26:27.422,12.0,15.0,0.0,10555.731,95.527,NA,NA,35.641000000000005,30.1,29.786,10460.204000000002,95.52700000000002,NA,NA,NA,4247.839
91,0 days 02:55:35.094000,33,0 days 00:01:33.091000,42,NA,NA,0 days 00:00:33.664000,0 days 00:00:29.209000,0 days 00:00:30.218000,0 days 02:54:35.667000,0 days 02:55:04.876000,0 days 02:55:35.094000,288.0,296.0,307.0,287.0,False,MEDIUM,27.0,True,3,0 days 02:54:02.003000,Red Bull Racing,VER,1,True,2021-12-05 19:26:09.221,3.0,2.0,18.0,10535.094000000001,93.09100000000001,NA,NA,33.664,29.209000000000003,30.218000000000004,10442.003,93.09100000000001,NA,NA,NA,4025.327
41,0 days 02:55:35.474000,44,0 days 00:01:31.964000,42,NA,NA,0 days 00:00:33.816000,0 days 00:00:28.712000,0 days 00:00:29.436000,0 days 02:54:37.326000,0 days 02:55:06.038000,0 days 02:55:35.474000,292.0,309.0,310.0,308.0,False,HARD,32.0,False,4,0 days 02:54:03.510000,Mercedes,HAM,1,True,2021-12-05 19:26:10.728,1.0,1.0,26.0,10535.474,91.964,NA,NA,33.816,28.712000000000003,29.436000000000003,10443.51,91.96400000000001,NA,NA,NA,4035.09
141,0 days 02:56:04.497000,77,0 days 00:01:31.825000,42,NA,NA,0 days 00:00:33.999000,0 days 00:00:29.069000,0 days 00:00:28.757000,0 days 02:55:06.671000,0 days 02:55:35.740000,0 days 02:56:04.497000,NA,300.0,300.0,297.0,False,MEDIUM,27.0,False,4,0 days 02:54:32.672000,Mercedes,BOT,1,True,2021-12-05 19:26:39.890,2.0,3.0,15.0,10564.497000000001,91.825,NA,NA,33.999,29.069000000000003,28.757,10472.672,91.825,NA,NA,NA,4054.5600000000004
191,0 days 02:56:00.668000,31,0 days 00:01:32.555000,42,NA,NA,0 days 00:00:33.836000,0 days 00:00:29.505000,0 days 00:00:29.214000,0 days 02:55:01.949000,0 days 02:55:31.454000,0 days 02:56:00.668000,NA,293.0,295.0,294.0,False,HARD,29.0,False,3,0 days 02:54:28.113000,Alpine,OCO,1,True,2021-12-05 19:26:35.331,9.0,4.0,12.0,10560.668000000001,92.555,NA,NA,33.836000000000006,29.505000000000003,29.214000000000002,10468.113000000001,92.555,NA,NA,NA,4108.087
291,0 days 02:56:13.488000,10,0 days 00:01:32.549000,42,NA,NA,0 days 00:00:33.939000,0 days 00:00:29.573000,0 days 00:00:29.037000,0 days 02:55:14.878000,0 days 02:55:44.451000,0 days 02:56:13.488000,281.0,290.0,294.0,288.0,False,HARD,29.0,False,3,0 days 02:54:40.939000,AlphaTauri,GAS,1,True,2021-12-05 19:26:48.157,6.0,6.0,8.0,10573.488000000001,92.549,NA,NA,33.939,29.573,29.037000000000003,10480.939,92.549,NA,NA,NA,4271.569
391,0 days 02:56:18.263000,55,0 days 00:01:32.287000,42,NA,NA,0 days 00:00:33.878000,0 days 00:00:29.420000,0 days 00:00:28.989000,0 days 02:55:19.854000,0 days 02:55:49.274000,0 days 02:56:18.263000,288.0,300.0,296.0,304.0,False,MEDIUM,32.0,False,3,0 days 02:54:45.976000,Ferrari,SAI,1,True,2021-12-05 19:26:53.194,15.0,8.0,4.0,10578.263,92.287,NA,NA,33.878,29.42,28.989,10485.976,92.287,NA,NA,NA,4272.399
241,0 days 02:56:08.587000,3,0 days 00:01:33.124000,42,NA,NA,0 days 00:00:34.492000,0 days 00:00:29.499000,0 days 00:00:29.133000,0 days 02:55:09.955000,0 days 02:55:39.454000,0 days 02:56:08.587000,284.0,300.0,300.0,297.0,False,MEDIUM,29.0,False,3,0 days 02:54:35.463000,McLaren,RIC,1,True,2021-12-05 19:26:42.681,11.0,5.0,10.0,10568.587000000001,93.12400000000001,NA,NA,34.492000000000004,29.499000000000002,29.133000000000003,10475.463000000002,93.12400000000001,NA,NA,NA,4272.684
441,0 days 02:56:25.152000,99,0 days 00:01:33.133000,42,NA,NA,0 days 00:00:34.262000,0 days 00:00:29.692000,0 days 00:00:29.179000,0 days 02:55:26.281000,0 days 02:55:55.973000,0 days 02:56:25.152000,286.0,298.0,292.0,298.0,False,HARD,29.0,False,3,0 days 02:54:52.019000,Alfa Romeo Racing,GIO,1,True,2021-12-05 19:26:59.237,10.0,9.0,2.0,10585.152,93.13300000000001,NA,NA,34.262,29.692,29.179000000000002,10492.019,93.13300000000001,NA,NA,NA,4281.25
